GEF ID,List of project's focal areas,GEF Phase,Title,Project start date,Open-Ended Response,TE,PIR,Mid-term evaluation,CEO-endorsed/approved document,Open-Ended Response,Countries,Administrative regions/ counties/ provinces,Municipalities/ cities/ towns,Ecosystems/ ecological units/ sites at intervention level,Response,Please provide the document/s and page number/s where these maps or images can be found.,Response,Please include any notes or comments you may have on the availability of project location information in the documents.,Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Response,Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Response,Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Village/ Site/ Smallest Geographical Unit of Intervention,Ecological Unit Name (if applicable; inc. target biome/ ecosystem if specified),"Type of ecological unit or intervention site (e.g. forest, mountain, wetland, watershed, corridor, protected area; include all available details)",Province/ State/ County/ District (include all available names),Municipality/ City,Country,Specific interventions at site,"Other location details/ comments (e.g. coordinates, WDPA ID)",Response
4939,M;B;C;L;,GEF - 5,Supporting Civil Society and Community Initiatives to Generate Global Environmental Benefits using Grants and Micro Loans in the Mediterranean Ecoregion of Chile,,"Refer to request for CEO endorsement document Annex E. pp.23-24  PD pp.48-49  Alhué, Cachapoal, Alto Malleco     Alhué Conservation Landscape  This includes the whole of the municipality of Alhué (84,500 ha, 78.41% agricultural and 21.59% forestry; 5,493 inhabitants, 41.53% rural population, 7.41% poverty). The endangered species found in the municipality are hualo (Nothofagus glauca), naranjillo (Citronella mucronata), Chilean palm (Jubaea chilensis), pitra (Myrceugenia exsucca), olivillo (Aextoxicon punctatum), lingue (Persea lingue), belloto del centro (Beilschmiedia berteroana) and belloto del norte (Beilschmiedia miersii, at the southern end of its distribution). The main economic activities in the municipality are agroforestry (primarily vineyards), mining and tourism (226 companies including 1 large and 5 medium). The main areas of activity are mining (5 companies, 720 workers), commercial (71 companies, 95 workers) and agroforestry (67 companies, 414 workers). There are 53 community organizations. The baseline in this case is zero given that Alhué was declared a Conservation Landscape (Paisaje de Conservación or PdC in Spanish) during the preparatory activities of the project, on May 13, 2013.    Cachapoal Model Forest  Made up of the municipalities of Doñihue, Las Carbas and Coltauco (105,500 ha, 57,683 inhabitants, 10.91% poverty), landscape demarcated by the Cachapoal River in the south and the summits of the coastal mountain range in the north. There are three types of forest: sclerophyllous forest (hard leaf species such as quillay, boldo, peumo, litre, espino, maitén); deciduous forest (oak, hualo); and scrub and thorn forest (predominantly hard leaf shrubs resistant to heat and drought as espino). Land use is 29% agricultural, 37% meadows and thickets, 25% native forest and 1.6% poplar plantations. The population is highly urban in Doñihue, moderately urban in Las Cabras and heavily rural in Coltauco (rural 5.04%, 26.92% and 72.32%, respectively). The diversity of flora is high with 1,189 species (908 native and 281 introduced), 23.3% of the national flora. Several local species present conservation problems and are classified as endangered such as the Avellanita and Belloto del Sur; vulnerable, such as the Belloto del Norte, Hualo, Llaretilla, Guayacán, the Chilean Palm and the Lingue del Norte; and rare, such as the Huillipatagua, Maiten de Chubut, Petrillo and Arrayán de Hoja Roja. The ecosystems of scrubland and sclerophyll forest particularly stand out, rich in endemic species and many of them are species with limited distribution (Laurelia sempervirens, Beilschmiedia berteroana, Porlieria chilensis, Prosopis chilensis) or rare (Avellanita bustillosii, Myrceugenia colchaguensis, Leucocoryne popetana, Dasyphyllum excelsum, Eriosyce aspillagai). The national baseline is established by CONAF’s variable contribution which has had a mean value of USD 52,254 for the years 2009-2012. Other funding is obtained competitively, including a number of FPA projects awarded to member institutions of the Model Forest but carried out by the Model Forest.    Araucarias del Alto Malleco Model Forest  Located in Chile’s Ninth Region between the 38th and 39th southern latitudinal parallels in a pre-Andean and Andean environment, occupying a total area of approximately 557,820 hectares and covering the whole of the communes of Lonquimay and Curacautín. 44.7% of this territory is still covered by native forests, of which the most emblematic species is the conifer Araucaria araucana, a Red-List Endangered endemic species occurring along with Nothofagus pumilio (lenga), N. alpina (raulí), N. antartica (ñirre) and N. dombeyi (coihue) which are typical of the transitional Mediterranean (subalpine) domain. Main production activity is livestock breeding, with more than 118,000 head (66,955 LSU), 75% of them cows (Censo Agropecuario 2007). Agrarian and forestry activity occupies 27.5% of employed (active) population and explains a high level of rural population (46%), which tops 67% in Lonquimay. Nonetheless, inactive and unemployed population adds up to 65% of the population. 33% of the population is poor and 26% of the population characterises itself as ofindigenous origins (mainly mapuche pehuenche). National baseline in this case is composed of thevariable contribution of CONAF, which has had a mean value of USD 85,574 for the period 2002-2012.",,,,CEO-endorsed/approved document,"pilot site-sustainable land management, sustainable forest management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,M;B;C;M;,GEF - 5,India Ecosystems Service Improvement Project ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,M;B;C;L;M;,GEF - 5,Landscape Approach to Forest Restoration and Conservation (LAFREC) ,,,,,,CEO-endorsed/approved document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,M;B;C;M;,GEF - 5,"Integrated National Monitoring and Assessment System on Forest Ecosystems (SIMEF) in Support of Policies, Regulations and SFM Practices Incorporating REDD+ and Biodiversity Conservation in Forest Ecosystems",,"Refer to PD p.143 for its map.     The NFI divides the country into four Macro Zones (MZ): Northern MZ (arid-desert) covering the regions from Arica to Coquimbo; Mediterranean MZ covering the regions from Valparaiso to O´Higgins; Southern MZ (Temperate Forests) covering the regions from Araucania to Los Lagos, and the Austral MZ (Patagonian) covering the regions Aysen and Magallanes.   ",,,,CEO-endorsed/approved document,"macro zone-SFM, Integrated Forest Monitoring and Assessment System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,M;B;L;M;,GEF - 5,"Integrated Management of Protected Areas in Cote d'Ivoire, West Africa",,Banco National Park (BNP),,,,CEO-endorsed/approved document,PA - PES; PA - management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,M;B;L;M;,GEF - 5,Implementing a “Ridge to Reef” Approach to Protecting Biodiversity and Ecosystem Functions within and Around Protected Areas,,"Outcome 1.   *Protected Area   legally designated/established, approved management plan, actively managed   -Perseverance Protected Area  -Grand Etang Forest Reserve   -Annandale Forest Reserve   -High North Forest Reserve   -Moliniere-Beausejour Marine Protected Area   -Woburn Clarks Court Bay Marine Protected Area   -Pearls     *Proposed/pending designation   active initiatives, draft management plan, in parliamentary process   -Beausejour Protected Area   -Sandy Island/Oyster Bed Marine Protected Area   -Mt. Hartman National Park and Protected Area   -Levera Pond Protected Area     *Undesignated protected area   existing management activities, but no management plan; lacks legislative designation   -Morne Gazo   -Richmond Hill   -Grand Bras   -Mt. Moritz     * Proposed protected area   priority area of interest established; projected initiative   -Mt. St. Catherine   -High North addition   -Levera marine area addition   -Moliniere-Beausejour marine area addition   -White Island marine area   -Grand Anse marine area   -Southeast Coast marine area   ---------------------------------------------------------------------------------------------------------------------  SFM/SLM    The field-level interventions will focus on six communities (Beausejour, Happy Hill, Granville Vale, New Hampshire, Annandale and Vendome), covering an area of 1,019 hectares. These communities were selected based on: (1) proximity to and impact on degradation of habitat and ecosystem services in protected areas (the Annandale Forest Reserve within the watershed and/or the two MPAs downstream of the watershed), particularly soil erosion, sedimentation and forest encroachment; (2) potential benefits for local livelihoods; and (3) community capacity and/or experience with previous conservation activities. Interventions using sustainable agricultural practices are intended to reduce negative impacts on biodiversity, to minimize land degradation, erosion and deforestation, and to create sustainable alternative livelihood opportunities for local inhabitants.   110. In the short-term, the site level work in the six communities will test and demonstrate different avoidance, reduction and rehabilitation work under the auspices of Sustainable Agricultural Production, including: soil conservation practices (use of vegetative strips; cover crops; contour farming; minimum soil tillage); water management practices (rain water harvesting; improved drainage and storm water control); and sustainable soil enrichment practices (increased use of organic matter; reduced use of inorganic fertilizers) in an area of up to 132.4 hectares of existing cropland (as well as some currently abandoned agricultural land) and with the participation of up to 400 farmers. Activities in these communities will also include apiculture (introduction of improved breeding stock; procurement of 250 hives for sale to beekeepers) with up to 50 participants. Sustainable livestock management will focus on protection measures for riparian zones (up to 210 hectares), including assessment of grazing impacts/carrying capacities; fencing; and monitoring and enforcement of grazing regulations. Sustainable forest management practices will include the re-vegetation of 150 hectares of highly-degraded land (where forest cover was almost completely removed by hurricane impacts) with enrichment planting using agro-forestry crops (recommended plant species include nutmeg, cocoa, mangoes, soursop, sugar apple, breadfruit, breadnut, coconuts, cinnamon, clove; governor plum, pomerac, pommecytherre, bois bande, passion fruit, pineapples and pomegranate). Seedlings produced by local nurseries will be planted and local community members and DFNP staff will be trained to maintain and monitor the re-vegetation processes; in some places, activities also will include the removal of invasive alien species (e.g. Bamboo) that have colonized degraded areas. Other SFM interventions will include rehabilitation with native forest species following the removal of invasive bamboo (in both PAs and private lands); fire prevention and control; and restrictions on slash and burn agriculture.   ",,,,CEO-endorsed/approved document,"protected areas-protected area expansion/management  village-SFM, SLM, ILM, sustainable agriculture, sustainable livestock management, sustainable rangeland managment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,M;B;L;M;,GEF - 5,Transforming Management of Protected Area/Landscape Complexes to Strengthen Ecosystem Resilience,,Manu NP   Alto Purús NP   Purús Communal Reserve  Amarakaeri Communal Reserve   Megantoni National Sanctuary   Parque Nacional Yanachaga Chemillén NP   Yanesha Communal Reserve  San Matías-San Carlos Protection Forest  El Sira Communal Reserve,,,,CEO-endorsed/approved document,PA - SLM/SFM; PA - financing; PA - management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,M;C;L;M;,GEF - 5,Sustainable Cropland and Forest Management in Priority Agro-ecosystems of Myanmar,,"PD, p.10-11    Project efforts will take place on both the national and pilot site level.  The project will work within three pilot areas.  Locations were chosen based upon several criteria.  Paramount was the ability of the location to support evidence-based demonstrations of improved production and conservation approaches relative to the project objective. The three locations provide excellent examples for the three primary ecological settings:  upland, coastal, and dry-land.  Each site represents an opportunity to demonstrate techniques suitable for national replication and upscaling.      •	Upland Pilot Site:  Mindat and Kanteplet Townships, Chin State     •	Coastal Zone Pilot Site:  Laputta Township, Ayeyarwady Region     •	Dry Zone Pilot Site:  Kyaukpadaung and Nyaung Oo Townships, Mandalay Region",,,,CEO-endorsed/approved document,farmers- climate smart agriculture/sustainable land management/sustainable forest management ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,M;C;I;,GEF - 5,Senegal River Basin Climate Change Resilience Development Project,,Senegal River Basin (sites not specified),,,,CEO-endorsed/approved document,river basin - micro hydro development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,M;B;L;M;,GEF - 5,Protecting Biodiversity and Multiple Ecosystem Services in Biological Mountain Corridors in Chile’s Mediterranean Ecosystem ,,"Refer to PD pp.8-11 for detailed information (map p.8)  The Project area includes zones of high biodiversity value as identified by the “Strategies for Conservation of  Biological Diversity in the Metropolitan and Valparaíso Regions.”    Project Area 1. Metropolitan Santiago  Province 1. Santiago  Municipalities (HUECHURABA, LA FLORIDA, LA REINA, LAS CONDES, LO BARNECHEA, MAIPÚ, PEÑALOLÉN, PUDAHUEL, QUILICURA, VITACURA)  Province 2. Cordillera  Municipalities (PUENTE ALTO, PIRQUE, SAN JOSÉ DE MAIPO)  Province 3. Chacabuco   Municipalities (COLINA, LAMPA, TIL TIL)  Province 4. Maipo   Municipalities (SAN BERNARDO, BUIN, CALERA DE TANGO, PAINE)  Province 5. Melipilla  Municipalities (MELIPILLA, ALHUÉ, CURACAVÍ, MARÍA PINTO, SAN PEDRO)  Province 6. Talagante  Municipalities (TALAGANTE, EL MONTE, ISLA DE MAIPO, PADRE HURTADO, PEÑAFLOR)  Project Area 2. Valparaíso  Province 1. San Antonio  Municipalities (SAN ANTONIO, SANTO DOMINGO, CARTAGENA)    Province 2. VALPARAÍSO  Municipalities (CASABLANCA)  Province 3. Marga Marga  Municipalities (QUILPUE, OLMUE)    These municipalities’ population depends upon ecosystem services provided by mountains and forests in order to satisfy environmental requirements of their productive activities. Not all of these municipalities are included in their entirety within the Project area, some have only a small proportion, others an important part of their administrative territory within the Project area, but all of them, directly or indirectly, depend upon the environmental benefits that mountains and forests provide.  ",,,,CEO-endorsed/approved document,"municipality-local environment management, region-SMF/SLM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,M;B;C;M;,GEF - 5,Sustainable Forest Management to Enhance the Resilience of Forests to Climate Change,,Henan Province  Guangxi Autonomous Region  Hainan Dao Province  Fujian Province,,,,CEO-endorsed/approved document,PA - SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,M;C;P;,GEF - 5,Delivering the Transition to Energy Efficient Lighting ,,"The project aims at facilitating market change, and its major intervention approaches are capacity-building and strategy development. It is implemented in Chile, without any specific project sites. ""The project is an energy efficiency project, which aims at promoting the use of energy efficient lighting technologies. Therefore, the location of the project is not an issue."" (CEO endorsement document, p.78)",,,,CEO-endorsed/approved document,Chile- Energy-Efficient Technology; Waste Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,M;B;L;,GEF - 5,Oases Ecosystems and Livelihoods Project,,"The PD provided the names of six oasis where project activities will be implemented (PD ,p.10):    Oasis de Mides  Oasis de Tamezgha  Oasis de Chebika  Oasis de Noueil  Oasis d'El Guettar  Oasis de Zarat",,,,CEO-endorsed/approved document,community- Sustainable Land and Water Management; Sustainable Livelihood ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,M;B;C;L;M;,GEF - 5,Strengthening the Resilience of Multiple-use Protected Areas to Deliver Multiple Global Environmental Benefits,,Dry Forest Corridor PA:  -Volcán Cosigüina NR  -Estero Padre Ramos NR  -Estero Real NR  -Apacunca Genetic Reserve    Cerro Cumaica Cerro Alegre–Mombachito Cerro La Vieja–Sierra Amerrisque Biological Corridor PA:  -Cerro Cumaica–Cerro Alegre NR  -Cerro Mombachito–La Vieja NR  -Sierra Amerrisque NR    Peñas Blancas–Kilambé Corridor PA:  -Macizos de Peñas Blancas NR  -Cerro Kilambé NR    Lake Nicaragua Island Corridor  -Volcán Concepción NR  -Volcán Maderas NR  -Istiam Peña Inculta Wetland Wildlife Refuge  ,,,,CEO-endorsed/approved document,PAs - SLM/SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,M;B;C;M;,GEF - 5,"Maximizing Carbon Sink Capacity and Conserving Biodiversity through Sustainable Conservation, Restoration, and Management of Peat-swamp Ecosystems",,"Request for CEO endorsement p.4-5, 30. There is no separate section for project site.   Establishment of Songkhla Lake Basin EPA (including Thale Noi NHA and other areas)  Establishment of Kuan Kreng EPA (including Bor Lor NHA and other areas)    The correct title of the type of protected area to be established in the Kuan Kreng Landscape (KKL) is Environmental Protection Area (EPA) and not Environmental Conservation Area (ECA), according to the NEQA law. Also, an EPA is an IUCN Category V protected area.  Further, at the time of the PIF it was felt that only one EPA could be established in the KKL. However, following discussions during the PPG phase and the ongoing developments with respect to establishment of the Songkhla Lake Basin EPA (part of which includes the Thale Noi NHA from the KKL), it was determined that the project should (1) support the community consultations necessary to secure establishment of the Songkhla Lake Basin EPA (128,000 ha and including the Thale Noi NHA), and (2) bring the remaining parts of the KKL under protection as the Kuan Kreng EPA (26,363 ha). Thus the total area to be brought under protection as EPAs is 154,363 ha.  The project will undertake designation of the Kuan Kreng EPA and Songkhla Lake EPA, developing management plans and zoning for the entire landscape of the EPAs, and undertaking targeted demonstrations (native forest reforestation, maintaining water levels, avoiding conversion to oil palm plantations, carbon flux monitoring) at some pilot sites. The land use planning and zoning approach is described in Output 1.2 and will consist of zoning the area into (1) core zone where only conventional uses that do not affect water levels will be allowed, (2) buffer zone where community forestry for local community use and management will be permitted, and (3) transition zone where residential and community areas will be permitted. In terms of monitoring the effectiveness of PA management, the METT has been used to set baselines and targets and monitor progress.    ",,,,CEO-endorsed/approved document,"Environmental Protection Area (EPA)- participatory management (plan), peat swamp forest-participatory community forestry management plans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,M;C;L;M;,GEF - 5,Promotion of Environmentally Sustainable and Climate-Resilient Grid Isolated Grid BasedHydroelectric Electricity Through an Integrated Approach in Sao Tome and Principe.,,SLM/SFM activities:  -Rio D’Ouro  -Rio Abade and Rio Manuel Jorge  -Rio Papagaio  -Rio Contador  -Rio Lemba  -Rio Io Grande    Mini/Small Hydropower Stations:  -Agustino Neto  -Bombaim  -Caldeiras  -Santa Luzia  ,,,,CEO-endorsed/approved document,watersheds - SLM/SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,M;B;L;,GEF - 5,Support to the Integrated Program for the Conservation and Sustainable Development of the Socotra Archipelago,,"Refer to PD p.9 for the map of the project area (Socotra Archipelago, Republic of Yemen, the Socotra Conservation Zoning Plan (SCZP) and the UNESCO WH nominated area).       According to the request for CEO endorsement, the Socotra Archipelago (Yemen) is the largest, biologically most diverse island group in the Arabian Region. STAP therefore welcomes this project with its overall objective of reinforcing national capacity to manage and protect the Socotra Archipelago WHS through a sustainable land-use  approach and improved management of Invasive Alien Species. Although principally a biodiversity project focusing on PAs, it draws on the LD focal area for funding of small-scale, environmentally-friendly sustainable land management activity in adjacent areas.   ",,,,CEO-endorsed/approved document,"world heritage site- sustainable land management, management of invasive alien species, PA- conservational zoning plan, PA management, integrated conservation management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5348,M;B;C;L;I;,GEF - 5,Conserving Biodiversity and Enhancing Ecosystem Functions through a “Ridge to Reef” Approach in the Cook Island,,"  Prodoc Page 43-52  The proposed project sites for the island of Rarotonga are the following: the Takitumu Conservation Area, the Te Manga Te Kou Cloud Forest Nature Reserve, and various Community Conservation Areas (CCAs) and Ra’ui Sites.The proposed project sites for the island of Aitutaki are the following: a Managed Conservation Area covering the entire terrestrial and inshore marine area of the island, and various Community Conservation Areas (CCAs) and Ra’ui Sites.The proposed project sites for the island of Manuae are a Wildlife Sanctuary covering the entire terrestrial area of the island and a Marine Sanctuary covering the entire inshore marine area (lagoon and reef) around the island.The proposed project sites for the island of Atiu are the following: a Managed Conservation Area covering the entire terrestrial and inshore marine area of the island; the Moko Ero Nui Leeward Forest Reserve; and possibly the establishment of Community Conservation Areas (CCAs) and Ra’ui Sites.The proposed project sites for the island of Takutea are a Wildlife Sanctuary covering the entire terrestrial area of the island and a Marine Sanctuary covering the entire inshore marine area (lagoon and reef) around the island.The proposed project sites for the island of Mangaia are the following: a Managed Conservation Area covering the entire terrestrial and inshore marine area of the island, and possibly the establishment of Community Conservation Areas (CCAs) and Ra’ui Sites. The proposed project sites for the island of Mitiaro are the following: a Managed Conservation Area covering the entire terrestrial and inshore marine area of the island; support for one existing Community Conservation Area (Te Roto Nui); and possibly the establishment of other Community Conservation Areas (CCAs) and Ra’ui Sites.The proposed project sites for the island of Mauke are the following: a Managed Conservation Area covering the entire terrestrial and inshore marine area of the island, and possibly the establishment of Community Conservation Areas (CCAs) and Ra’ui Sites.The proposed project sites for the island of Palmerston are the following: a Managed Conservation Area covering the entire terrestrial and inshore marine area of the island, and possibly the establishment of Community Conservation Areas (CCAs) and Ra’ui Sites.",,,,CEO-endorsed/approved document,PA sites- conservation plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,M;B;C;L;M;,GEF - 5,Mainstreaming Sustainable Land and Forest Management in Dry Mountain Landscapes ,,Pilot forestry branches:  -Noyemberyan Forest Enterprise  -Ijevan Forest Enterprise  -Artsvaberd forest enterprise  -Lalvar Forest enterprise  -Dsegh forest enterprise  -Eghegnut forest enterprise,,,,CEO-endorsed/approved document,forest enterprise - SFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,M;B;C;L;M;,GEF - 5,Global Forest Watch 2.0 FW 2.0,,"The project was implemented in two pilot countries, Georgia and Madagascar.   A number of use cases’ project areas are countrywide projects.   (Georgia’s pilot demonstration) Adjara Autonomous Republic is the southwestern part of Georgia located on the coast of the Black Sea with total area of 2 900 km2  Adjara has been selected as a potential area for implementing project pilot case during the stakeholder consultations, including with the authorities of Adjara AR, as well as the validation workshop group discussions.    More detailed location information can be found in each national GFW reports.   ",,,,CEO-endorsed/approved document,"PA-PA management, priority areas (e.g. Samtskhe-Javakheti region)-reforestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,M;B;C;,GEF - 5,Increasing Resilience of Ecosystems and Vulnerable Communities to CC and Anthropic Threats Through a Ridge to Reef Approach to BD Conservation and Watershed Management,,Refer to PD p.21-27  PA/watershed complexes  Complex 1: The Three Bays  Complex 2: Cayemites-Barradères  Complex 3 : Marigot – Massif la Selle – Anse a Pitre  ,,,,CEO-endorsed/approved document,PA/watershed complex-internal zoning (MMA model),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,M;B;C;L;I;,GEF - 5,R2R: Implementing a “Ridge to Reef” Approach to Protecting Biodiversity and Ecosystem Functions in Nauru (R2R Nauru),,Ananbar District   Anibare District  Ijuw District  Meneng District  Buada District,,,,CEO-endorsed/approved document,marine areas - R2R demonstrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,M;B;C;,GEF - 5,Adaptation to the Impact of Climate Change in Water Resources for the Andean Region,,"Geographic information:   The proposed project is a regional operation which will include, as beneficiaries, the countries of Bolivia, Colombia, Ecuador and Peru.    The project document didn't single out a section specifying the project intervention areas at local level. Geographical areas of intervention in each participating country could be deducted from the list of local level government authorities as project stakeholders provided by the PD (PD, p.24-32):  Bolivia: Cochabamba Municipal   Columbia: Municipalities of Aquitania, Tota y Cuítiva; Lago de Tota Watershed Council  Ecuador: Municipal Governments of Quijos and Cuenca; Decentralized Autonomous Governments (GAD) Napo, Azuay, and Cañar.  Peru: name of areas at local level involved in the project not specified.   ",,,,CEO-endorsed/approved document,communities in project intervention area: sustainable livelihood; climate change adaptation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,M;B;C;M;,GEF - 5,Sustainable Pathways - Protected Areas and Renewable Energy,,Mount Obama National Park-   Pilot expansion of Sustainable Island Resource Protected Areas     The Systems Plan has proposed the Mount Obama area as a National Park. This area is located mainly in the Christian Valley watershed but extends into a portion of the adjacent watershed. Both of these watersheds are in the southwestern area of the country and have long been identified for their biodiversity richness  ,,,,CEO-endorsed/approved document,Mount Obama National Park-   Pilot expansion of Sustainable Island Resource Protected Areas   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,M;B;C;L;I;M;,GEF - 5,"Implementing a “Ridge to Reef” Approach to Preserve Ecosystem Services, Sequester Carbon, Improve Climate Resilience and Sustain Livelihoods in Fiji (Fiji R2R)",,Catchments:  -Ba  -Labasa  -Rewa/Waidina  -Rewa-Delta  -Tunuloa  -Tuva  -Vunivia,,,,CEO-endorsed/approved document,catchments - PA management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
