"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"1426",1817.2506103516,2966.6594238281,166.0078313253,0.3013979495,80.5596330275,134.2643127441,0,0.0035367396,21,96,287.375,0,79.94375,31.175,22.125,26.96875,0.4259681093,2048.63085938,1,-2,0.558745137809099,0.558745137809099,-3.57944949255795,0.558745137809099,-0.722453047661766,5731,"Strengthening Human Resources, Legal Frameworks and Institutional Capacities to Implement the Nagoya Protocol"
"1427",NA,NA,NA,NA,NA,NA,0,0,-4.58333,55.66667,NA,NA,NA,NA,NA,NA,0,532.367980957,1,-2,NA,NA,NA,NA,-0.722453047661766,5731,"Strengthening Human Resources, Legal Frameworks and Institutional Capacities to Implement the Nagoya Protocol"
"1434",1185.5339355469,1135.3385009766,80.5395408163,1.6629638672,95.9759615385,118.0182189941,1,37.4337480162,9,-80,398.35,25.3,219,28.15,26.4,27.1625,0.1822541966,2231.72607422,1,-2,0.936195631518441,0.936195631518441,-2.13630563171519,0.936195631518441,1.0933157282911,5731,"Strengthening Human Resources, Legal Frameworks and Institutional Capacities to Implement the Nagoya Protocol"
"1437",2765.3859863281,5015.4946289063,130.6326530612,0.3535171747,481.4302884615,28.6694393158,0,14.8512206089,8.1,-1.2,215.1,0,114.7583333333,30.1,25.6,27.6333333333,0,2417.62695312,1,-3,0.871638389063148,0.871638389063148,-3.44179425509752,0.871638389063148,-0.722453047661766,5730,"Mainstreaming Biodiversity Information into the Heart of Government Decision Making"
"1438",1786.3411865234,881.0527954102,6.3817610063,0.2015206218,8.2327790974,7707.1342773438,0,3.0999107495,13.69017,100.55447,265,0,102.4041666667,30.8,26.9,28.95,60.6333333333,1863.90771484,1,-1,0.839961468146855,0.839961468146855,-1.19053080161668,0.839961468146855,1.0933157282911,5726,"Sustainable Management Models for Local Government Organisations to Enhance Biodiversity Protection and Utilization in Selected Eco-regions of Thailand"
"1439",2421.1984863281,2456.6403808594,5.4934497817,0.1586409062,62.7272727273,563.5056152344,0,8.8186835388,13.3684379312,100.036954922,186.6,0,80.7916666667,29.1,25.2,27.6,10.135391924,1021.29083252,1,-3,0.634447312486849,0.634447312486849,-4.72852503423944,0.634447312486849,-0.722453047661766,5726,"Sustainable Management Models for Local Government Organisations to Enhance Biodiversity Protection and Utilization in Selected Eco-regions of Thailand"
"1440",2591.138671875,8655.91796875,97.7524752475,0.7264413238,361.6004672897,79.9169769287,0,0.4267125675,15.5,101,328.275,4,94.8520833333,30.225,24.65,27.7729166667,2.1771561772,2169.18896484,1,-3,0.583534877515209,0.583534877515209,-5.14108087724681,0.583534877515209,-0.722453047661766,5726,"Sustainable Management Models for Local Government Organisations to Enhance Biodiversity Protection and Utilization in Selected Eco-regions of Thailand"
"1441",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,439.042755127,1,-1,NA,NA,NA,NA,-0.722453047661766,5721,"Rhino Impact Bonds  An Innovative Financing Mechanism for Site-Based Rhinoceros Conservation"
"1443",1751.2984619141,1074.2725830078,9.6047486034,0.4055435061,122.2459893048,712.6959838867,0,27.9031966305,6.73468,-11.25488,822.7,43,263.4583333333,26.8,24.1,25.4833333333,0,2027.10986328,1,-3,0.777887735820822,0.777887735820822,-3.85659763209202,0.777887735820822,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1444",1887.2541503906,1363.6726074219,13.0240585774,0.6957851052,103.9435483871,898.9627075195,0,13.3975841673,6.69598,-11.2912,822.7,43,263.4583333333,26.8,24.1,25.4833333333,0,1498.68115234,1,-3,0.698246678478139,0.698246678478139,-4.29647586228213,0.698246678478139,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1445",1332.4992675781,599.2250366211,12.1158974359,0.3251639009,173.7312252964,183.1888580322,0,25.1319730533,6.14861,-10.38361,616.5,36.4,240.9666666667,27.6,25,26.4333333333,0.0143884892,1765.46069336,1,-3,0.830197999105127,0.830197999105127,-3.61359579670598,0.830197999105127,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1446",1514.5008544922,227.3595581055,6.7549909256,0.2551645339,61.1048951049,471.2156066895,0,5.2472964315,6.30054,-10.7969,NA,NA,NA,NA,NA,NA,5.4092009685,1338.0020752,1,-3,NA,NA,NA,NA,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1447",2550.5561523438,700.8319702148,32.3779477374,0.7532734275,123.0121065375,74.1822128296,0,61.1097134075,6.81524,-11.133,822.7,43,263.4583333333,26.8,24.1,25.4833333333,0,2714.90185547,1,-3,0.890156126849803,0.890156126849803,-3.37019530564462,0.890156126849803,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1448",1657.908203125,691.4720458984,212.307544757,1.4452162981,219.6658653846,77.8764419556,0,67.7857912203,6.5,-9.5,413.475,22,161.4604166667,27.025,24.725,25.9979166667,0,3188.828125,1,-3,0.922623924523187,0.922623924523187,-3.25159571550283,0.922623924523187,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1449",2864.0251464844,693.007019043,12.5995525727,0.3783475161,121.7890295359,250.4169464111,0,22.9230503955,5.88109,-10.04472,673.9,58.8,252.3583333333,27.1,24.8,26.0583333333,0.9146341463,1864.46813965,1,-3,0.745109542631631,0.745109542631631,-4.02625362896895,0.745109542631631,1.0933157282911,5712,"Improve Sustainability of Mangrove Forests and Coastal Mangrove Areas in Liberia through Protection, Planning and Livelihood Creation- as a Building Block Towards Liberia’s Marine and Costal Protected Areas"
"1465",1421.2296142578,1526.8099365234,63.8381317978,1.5920808315,6.7542168675,4232.8530273438,0,12.667224064,3.14309,101.68653,423.2,95.5,221.8166666667,28.4,26.8,27.4083333333,60.9394673123,1507.64709473,1,-2,0.817468025997811,0.817468025997811,-2.44657887084792,0.817468025997811,1.0933157282911,5692,"Mainstreaming of Biodiversity Conservation into River Management "
"1467",1522.2041015625,1023.4420776367,1037.0487528345,0.5722418427,137.6982758621,5.1594386101,0,0.8339224886,-29,24,76.775,0,30.6916666667,25.325,9.45,19.1791666667,0.2908704883,2165.7824707,1,0,0.852788604265139,0.852788604265139,0,0.852788604265139,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1468",2594.3972167969,4302.6020507813,248.7640931373,0.9290698171,310.2731481481,9.2027301788,0,89.9656071053,-17,-65,546.275,112.1,277.4479166667,30.525,23.075,28.0083333333,0,3272.83007812,1,0,0.937431788349155,0.937431788349155,0,0.937431788349155,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1470",1735.0737304688,383.735534668,1871.2202970297,2.8330910206,135.6355140187,163.4156494141,0,0.1503852036,15,39,163.525,5.6,43.8729166667,23,17.425,20.6729166667,0.9044289044,1989.95056152,1,0,0.608863369969299,0.608863369969299,0,0.608863369969299,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1471",1367.5157470703,57498.6015625,188.2815366972,0.6038333774,1466.4456521739,0.0754953772,0,0,27,30,5.55,0,0.64375,31.25,11.25,22.6708333333,0,1015.67663574,1,-2,0.813848802003663,0.813848802003663,-2.45745892243876,0.813848802003663,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1472",2446.9626464844,691.3788452148,1694.2435897436,4.841006279,94.2233009709,322.7163391113,0,16.7750397185,-3.5,30,255.175,0,106.49375,20.475,17.775,19.0020833333,0.5755395683,2547.1262207,1,-2,0.868205311613291,0.868205311613291,-2.30360258483517,0.868205311613291,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1473",2195.0649414063,880.5285644531,109.0412037037,1.2025601864,10.890459364,102.8965911865,0,9.830853563,44.81892,20.45998,87,13.4,43.4083333333,23.95,0.15,13.15,45.9383802817,2568.54614258,1,0,0.97526597809575,0.97526597809575,0,0.97526597809575,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1474",1857.9095458984,1257.4660644531,181.07956778,3.7868747711,59.9661654135,169.7081451416,0,5.3283873168,41,20,192.25,35.4,96.40625,23.575,3.85,14.1895833333,6.0635514019,2989.24926758,1,-1,0.873041456352725,0.873041456352725,-1.14542097940877,0.873041456352725,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1476",1289.5385742188,12342.3994140625,294.8459657702,0.340739429,1018.662037037,0.1451878101,0,0,18,-2,40.425,0,8.1541666667,36.375,21.6,30.05,0,1041.79174805,1,-1,0.671582643943845,0.671582643943845,-1.48902001714567,0.671582643943845,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1483",2719.8212890625,432.4228820801,196.1225,2.7391262054,178.6627358491,10.664270401,1,38.592085783,13,-85,329.55,18.225,150.58125,27.825,25.85,26.8416666667,0,2831.84912109,1,-2,0.904912567679413,0.904912567679413,-2.21015827543302,0.904912567679413,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1484",1397323.625,3605.5512695313,8.5434782609,0.1497221738,3125.8823529412,880.2933349609,0,0,1.421,172.984,NA,NA,NA,NA,NA,NA,0.9632352941,653.55291748,1,-3,NA,NA,NA,NA,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1492",2261.2583007813,1518.0091552734,498.1381418093,4.1348218918,104.7685185185,195.8784637451,0,63.0766009532,18.16667,-77.25,458.4,51.2,158.475,24.7,22,23.2583333333,6.5920745921,2500.46337891,1,-1,0.877519610627326,0.877519610627326,-1.13957567202984,0.877519610627326,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1493",2967.9094238281,738.3161621094,7.8525564804,0.2490124106,51.6009389671,883.9702758789,0,5.2990019447,25.04082,-77.37122,NA,NA,NA,NA,NA,NA,32.4811529933,968.583557129,1,-2,NA,NA,NA,NA,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1495",269545.09375,748.7255859375,129.2178217822,2.3923113346,18.181556196,606.5466308594,0,9.8195122067,13.16667,-59.53333,NA,NA,NA,NA,NA,NA,27.6503496503,1755.82739258,1,-1,NA,NA,NA,NA,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1497",2756.4311523438,3715.9006347656,1429.7262979684,8.3593482971,237.702991453,92.6753082275,0,0.0019350404,30,70,19.4,0,6.6020833333,33.15,11.55,23.75,1.5414012739,1206.68286133,1,-2,0.634145526674949,0.634145526674949,-3.15385020609814,0.634145526674949,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1500",1586.2142333984,1903.3830566406,226.083974359,0.2024975866,143.390776699,183.9405975342,0,14.3576031053,4,-73.25,664.3,4,300.05,29.1,25.75,27.0541666667,2.6498800959,3177.77172852,1,-1,0.972584786240545,0.972584786240545,-1.02818799363028,0.972584786240545,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1504",2233.0837402344,5603.8349609375,144.2226095618,0.9840249419,401.0381679389,4.2582578659,0,0,39.75,59.66667,35.8,0,8.175,32.2,-3.1,16.6916666667,0,1135.46484375,1,0,0.838580595188104,0.838580595188104,0,0.838580595188104,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1509",1817.2506103516,2966.6594238281,166.0078313253,0.3013979495,80.5596330275,134.2643127441,0,0.0035367396,21,96,287.375,0,79.94375,31.175,22.125,26.96875,0.4259681093,2048.63085938,1,-2,0.558745137809099,0.558745137809099,-3.57944949255795,0.558745137809099,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1516",7131.6928710938,1062.5042724609,920.4319899244,4.9230942726,496.0141509434,7.1168208122,0,0,11.83333,42.5,51.6,0,13.0625,34.55,24.45,29.1041666667,0,1132.22998047,1,0,0.582364410389795,0.582364410389795,0,0.582364410389795,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1519",1768.0090332031,875.5809326172,17.0277078086,0.5329791903,191.4120734908,31.7658901215,0,22.7525087208,12,-15,402.95,0,113.4083333333,29.15,26,27.6083333333,0,3227.83203125,1,-3,0.803195506973501,0.803195506973501,-3.73508065465184,0.803195506973501,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1523",NA,NA,4.8222222222,0.0833049566,3683.4444444445,1012.75,0,0,7.113,171.236,NA,NA,NA,NA,NA,NA,1.7566909976,585.999023438,1,-3,NA,NA,NA,NA,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1525",NA,NA,5.3333333333,0.0386338197,249.5,2888.8972167969,0,0.0263904529,3.2,73,NA,NA,NA,NA,NA,NA,0.3237410072,585.374267578,1,-3,NA,NA,NA,NA,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1527",NA,NA,NA,NA,NA,NA,0,0,16,-24,NA,NA,NA,NA,NA,NA,0,391.202575684,1,-3,NA,NA,NA,NA,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1528",NA,NA,NA,NA,NA,NA,0,0,-4.58333,55.66667,NA,NA,NA,NA,NA,NA,0,532.367980957,1,-2,NA,NA,NA,NA,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1533",1738.4621582031,883.4922485352,16.3734413965,0.4952503741,272.9146919431,87.60962677,1,6.8670063906,13.5,-15.5,226.85,0,63.8958333333,30.375,25.775,28.3916666667,0.2284382284,2390.96142578,1,-3,0.68805274569391,0.68805274569391,-4.36013084574564,0.68805274569391,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1534",2591.138671875,8655.91796875,97.7524752475,0.7264413238,361.6004672897,79.9169769287,0,0.4267125675,15.5,101,328.275,4,94.8520833333,30.225,24.65,27.7729166667,2.1771561772,2169.18896484,1,-3,0.583534877515209,0.583534877515209,-5.14108087724681,0.583534877515209,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1538",1582.7681884766,5941.7744140625,85.4470238095,0.2051924318,560.8165137615,0.7349454165,0,49.133160354,-23.33333,-58,166.45,8.25,75.8541666667,29.75,18.7,25.5291666667,0,3853.20996094,1,0,0.960102564238968,0.960102564238968,0,0.960102564238968,-0.722453047661766,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1539",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,-3,NA,NA,NA,NA,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1542",365447.53125,881.7634277344,245.3970223325,6.3691358566,397.536977492,287.5550537109,0,60.8803415333,12.11667,-61.66667,NA,NA,NA,NA,NA,NA,7.4703087886,1750.55639648,1,-3,NA,NA,NA,NA,1.0933157282911,5688,"UNEP-GEF Project for Sustainable Capacity Building for Effective Participation in the Biosafety Clearing House (BCH)"
"1554",2683.9729003906,52224.12109375,387.1118500605,0.2237442881,2421.6926605505,0.0537678525,0,0,20.25,-10.5,55.55,0,9.0958333333,35.8,21.35,29.4458333333,0,858.408569336,1,-3,0.829995181515511,0.829995181515511,-3.61447881483145,0.829995181515511,-0.722453047661766,5639,"Stocktaking and Update of National Biosafety Framework of Mauritania"
"1555",NA,NA,NA,NA,NA,NA,0,0,-20,-175,NA,NA,NA,NA,NA,NA,0,493.287780762,1,-3,NA,NA,NA,NA,1.0933157282911,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1556",15198538,672.4438476563,113.6609195402,5.9262189865,2054.2441860465,185.6255950928,0,0,-21.24842,-159.78516,353.5,73.5,164.5666666667,27.4,22,24.6666666667,3.013667426,958.58581543,1,-3,0.614520232220937,0.614520232220937,-4.88185716710694,0.614520232220937,1.0933157282911,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1557",774717.9375,2552.2849121094,5.1111111111,0.0675106123,1669.25,1048.2550048828,0,0,-8.51719,179.14478,NA,NA,NA,NA,NA,NA,1.0168674699,661.399414062,1,-1,NA,NA,NA,NA,-0.722453047661766,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1558",NA,NA,NA,NA,NA,NA,0,0,-16,167,NA,NA,NA,NA,NA,NA,0,841.916931152,1,-1,NA,NA,NA,NA,-0.722453047661766,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1561",NA,NA,4.8222222222,0.0833049566,3683.4444444445,1012.75,0,0,7.113,171.236,NA,NA,NA,NA,NA,NA,1.7566909976,585.999023438,1,-3,NA,NA,NA,NA,-0.722453047661766,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1566",1397323.625,3605.5512695313,8.5434782609,0.1497221738,3125.8823529412,880.2933349609,0,0,1.421,172.984,NA,NA,NA,NA,NA,NA,0.9632352941,653.55291748,1,-3,NA,NA,NA,NA,-0.722453047661766,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1568",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,-3,NA,NA,NA,NA,1.0933157282911,5634,"Ratification and Implementation of the Nagoya Protocol in the Countries of the Pacific Region "
"1572",1677.9486083984,1472.4315185547,1944.9339320077,2.7249078751,114.7321867322,110.6211929321,0,10.1047483511,-0.44015,36.24272,182.35,18.6,89.4208333333,19.05,15.45,16.8083333333,0.5144230769,2063.43408203,1,-1,0.805415654854389,0.805415654854389,-1.24159493793399,0.805415654854389,1.0933157282911,5626,"Developing the Microbial Biotechnology Industry from Kenya's Soda Lakes in line with the Nagoya Protocol"
"1575",15198538,672.4438476563,113.6609195402,5.9262189865,2054.2441860465,185.6255950928,0,0,-21.24842,-159.78516,353.5,73.5,164.5666666667,27.4,22,24.6666666667,3.013667426,958.58581543,1,-3,0.614520232220937,0.614520232220937,-4.88185716710694,0.614520232220937,1.0933157282911,5613,"Strengthening the Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in the Cook Islands"
"1577",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,439.042755127,1,-1,NA,NA,NA,NA,-0.722453047661766,5601,"Support to GEF Eligible Countries for Achieving Aichi Biodiversity Target 17 Through a Globally Guided NBSAPs Update Process "
"1590",2759.3854980469,240.2992401123,144.2850765306,1.5614994764,64.0048076923,113.4431838989,0,27.798037956,8.5,-82.41667,449.85,90.3,269.4375,21.8,19.95,20.7958333333,12.6091127098,2671.17407227,1,-2,0.930506104281486,0.930506104281486,-2.14936795234068,0.930506104281486,1.0933157282911,5546,"Sustainable Production Systems and Conservation of Biodiversity "
"1591",3478.3645019531,1264.4731445313,1959.0711111111,11.474158287,265.1606714628,47.4378471375,2,73.8074788367,8.80917,-82.54148,449.85,90.3,269.4375,21.8,19.95,20.7958333333,2.6214285714,1806.0625,1,-2,0.950529804677151,0.950529804677151,-2.10408972991573,0.950529804677151,1.0933157282911,5546,"Sustainable Production Systems and Conservation of Biodiversity "
"1592",765764.875,111.111114502,22.1666666667,1.0863748789,216.0864197531,12.4277801514,1,18.8763510696,9.30844,-82.14416,493,116.5,221.6583333333,27.5,26.3,26.9583333333,0.1217183771,1210.21166992,1,-1,0.452731896789387,0.452731896789387,-2.20881278101155,0.452731896789387,1.0933157282911,5546,"Sustainable Production Systems and Conservation of Biodiversity "
"1594",2758.7263183594,1304.9354248047,338.6687777074,7.0987606049,119.5083135392,41.9976844788,1,55.7085811528,8.71374,-79.95321,404.8,28.8,231.0833333333,28.1,26.1,26.9333333333,3.1060240964,2451.5,1,-2,0.964405176341001,0.964405176341001,-2.07381715596768,0.964405176341001,1.0933157282911,5546,"Sustainable Production Systems and Conservation of Biodiversity "
"1609",1818.1773681641,2378.1298828125,12.6425,0.3100886941,299.609947644,72.4865112305,1,4.2874968526,13.5160302961,-15.8618212109,236.15,0,67,29.15,25.7,28.0458333333,0,2080.24291992,1,-3,0.651293679490568,0.651293679490568,-4.60621697165333,0.651293679490568,-0.722453047661766,5529,"Gambia Protected Areas Network and Community Livelihood Project"
"1611",1841.7208251953,2086.7905273438,14.7967581047,0.3120351732,294.9783783784,85.6344223022,1,4.6468890314,13.5,-16,235.55,0,66.2625,28.95,25.35,27.5291666667,0,2053.41162109,1,-3,0.666686485357883,0.666686485357883,-4.49986622781108,0.666686485357883,-0.722453047661766,5529,"Gambia Protected Areas Network and Community Livelihood Project"
"1613",NA,NA,NA,NA,NA,NA,0,0,16,-24,NA,NA,NA,NA,NA,NA,0,391.202575684,1,-3,NA,NA,NA,NA,-0.722453047661766,5524,"Mainstreaming Biodiversity Conservation into the Tourism Sector in Synergy with a Further Strengthened Protected Areas System in Cape Verde"
"1614",345622,1526.6873779297,41.7311233886,1.4118149281,437.085106383,6.4872040749,0,0.0016312524,16.1712470016,-22.931056476,NA,NA,NA,NA,NA,NA,1.4496487119,627.247192383,1,-3,NA,NA,NA,NA,1.0933157282911,5524,"Mainstreaming Biodiversity Conservation into the Tourism Sector in Synergy with a Further Strengthened Protected Areas System in Cape Verde"
"1615",361364.15625,723.3734130859,26.2847025496,0.8761600256,518.4891304348,65.5300140381,0,0,16.6834835633,-22.9499821428,NA,NA,NA,NA,NA,NA,4.0885780886,451.492004395,1,-3,NA,NA,NA,NA,1.0933157282911,5524,"Mainstreaming Biodiversity Conservation into the Tourism Sector in Synergy with a Further Strengthened Protected Areas System in Cape Verde"
"1616",362819.03125,730.2478637695,27.7529182879,0.8056774735,523.3161764706,65.5300140381,0,0,16.7009129147,-22.9934124712,NA,NA,NA,NA,NA,NA,2.8638497653,465.550292969,1,-3,NA,NA,NA,NA,1.0933157282911,5524,"Mainstreaming Biodiversity Conservation into the Tourism Sector in Synergy with a Further Strengthened Protected Areas System in Cape Verde"
"1617",357704.875,674.6198120117,434.8791692889,7.4621572495,79.1004784689,232.7646026611,0,0.6580789179,15.0500047246,-23.650017238,254.2,0,63.475,23,20.2,21.5,2.303030303,1710.27416992,1,-3,0.674907713609917,0.674907713609917,-4.44505217454655,0.674907713609917,1.0933157282911,5524,"Mainstreaming Biodiversity Conservation into the Tourism Sector in Synergy with a Further Strengthened Protected Areas System in Cape Verde"
"1618",346482.0625,872.3693847656,44.4444444444,1.6629145145,424.962962963,6.4872040749,0,0.0001032452,16.2307558627,-22.909856296,NA,NA,NA,NA,NA,NA,0.988372093,537.032775879,1,-3,NA,NA,NA,NA,1.0933157282911,5524,"Mainstreaming Biodiversity Conservation into the Tourism Sector in Synergy with a Further Strengthened Protected Areas System in Cape Verde"
"1620",2412.0541992188,2397.1962890625,176.5932626326,0.262655139,199.4869976359,212.9544372559,0,0.7707996268,14.84823,102.99332,382.6,0,106.8625,29.8,23.95,27.4666666667,0.4080188679,2257.14819336,1,-3,0.566641709666175,0.566641709666175,-5.29435081961648,0.566641709666175,-0.722453047661766,5512,"Conserving Habitats for Globally Important Flora and Fauna in Production Landscapes"
"1621",1224.3681640625,1580.1789550781,164.5149068323,0.2129567713,187.093078759,195.9349212646,0,0.6991304841,14.64558,103.0845,382.6,0,106.8625,29.8,23.95,27.4666666667,2,2217.44189453,1,-3,0.579107729202599,0.579107729202599,-5.18038328400632,0.579107729202599,-0.722453047661766,5512,"Conserving Habitats for Globally Important Flora and Fauna in Production Landscapes"
"1622",1603.9138183594,1531.8104248047,172.9652173913,0.3671611249,180.1962616822,225.3463745117,0,1.5442488535,14.8749,103.07133,382.6,0,106.8625,29.8,23.95,27.4666666667,2.466507177,2244.07885742,1,-3,0.585882317684159,0.585882317684159,-5.12048223584938,0.585882317684159,1.0933157282911,5512,"Conserving Habitats for Globally Important Flora and Fauna in Production Landscapes"
"1623",1482.6635742188,3044.1882324219,3.234551495,0.1438806504,22.5603015075,821.6942749023,0,4.8634816664,13.56844,100.34383,264.2,0,101.0333333333,30.7,26.7,28.85,33.5616113744,1269.69238281,1,-3,0.807358732853803,0.807358732853803,-3.71582033849536,0.807358732853803,-0.722453047661766,5512,"Conserving Habitats for Globally Important Flora and Fauna in Production Landscapes"
"1624",1358.0225830078,1581.6849365234,198.8634663342,0.5555566549,184.8524590164,163.3193054199,0,1.8511333368,14.49303,102.994,368.225,0,102.6625,29.7,24.175,27.4791666667,0.6113744076,2213.40698242,1,-3,0.564221324817914,0.564221324817914,-5.31706241512258,0.564221324817914,-0.722453047661766,5512,"Conserving Habitats for Globally Important Flora and Fauna in Production Landscapes"
"1625",1036.1696777344,1369.0509033203,185.4442367601,0.2765666544,129.9552941176,119.2301712036,0,2.3382890752,14.64831,102.78006,348.7,0,96.1083333333,29.8,24.1,27.5416666667,3.4680851064,2305.24145508,1,-3,0.582375365313183,0.582375365313183,-5.15131679442982,0.582375365313183,1.0933157282911,5512,"Conserving Habitats for Globally Important Flora and Fauna in Production Landscapes"
"1629",NA,NA,NA,NA,NA,NA,0,0,-4.58333,55.66667,NA,NA,NA,NA,NA,NA,0,532.367980957,1,-2,NA,NA,NA,NA,-0.722453047661766,5485,"Seychelles' Protected Areas Finance Project"
