"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"906001153235","0","Ensuring Impacts from SLM - Development of a Global Indicator System","2007-01-14","start_actual","2010-01-31","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2007","2010","1024467.62745",""
"906001153237","1","Fouta Djallon Highlands Integrated Natural Resources Management Project (FDH-INRM) (Tranches 1 and 2)","2009-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","11641443.539","11641443.539"
"906001153239","1","Enhanced Cross-Sectoral Land Management through Land Use Pressure Reduction and Planning","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Serbia","SRB","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2015","2015","737536.506521","737536.506521"
"906001153241","1","LDC/SIDS Portfolio Project: Capacity Building and Resource Mobilization for Sustainable Land Management in Bangladesh","2008-01-30","start_actual","2012-01-01","end_actual","Global Environment Facility (GEF)","DAC","Bangladesh","BGD","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2008","2012","",""
"906001153243","1","LDC and SIDS Targeted Portfolio Approach For Capacity Development and Mainstreaming of Sustainable Land Management","2004-01-04","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2004","2004","35400390.625","35400390.625"
"906001153245","1","Applying Landscape and Sustainable Land Management (L-SLM) for Mitigating Land Degradation and Contributing to Poverty Reduction in Rural Areas","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Georgia","GEO","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2016","2016","1029410.32215","1029410.32215"
"906001153247","1","SFM Strengthening Community Based Forest and Watershed Management (SCBFWM)","2009-01-20","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Indonesia","IDN","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","7408191.343","7408191.343"
"906001153249","1","Enabling Sustainable Dryland Management Through Mobile Pastoral Custodianship","2009-01-26","start_actual","2010-01-31","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2010","1005397.39655",""
"906001153251","1","Land Degradation Assessment in Drylands (LADA)","2006-01-01","start_actual","2010-01-31","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2006","2010","8108421.17456","8108421.17456"
"906001153253","0","Barriers and Best Practices in Integrated Management of Mountain Ecosystems","2002-01-01","start_actual","2003-01-01","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41030","Bio-diversity","Completion","2002","2003","1360544.21769",""
