Project #,,Title,"National,Regional,Global?",Country,Sub region,PA Name,WDPA ID,Other WDPA IDs,Landscape,National PAS?,Location (coordinates),Other information,Source
3861,3861,"Strenghtening National Capacities for the Consolidation, Operationalization and Sustainability of Belize's Protected Areas System",National,Belize,Belize District,Blue Hole Natural Monument (BHNM),,,,,,Other designations: UNESCO - Belize barrier Reef Reserve System; ,Source TTs
3861,3861,"Strenghtening National Capacities for the Consolidation, Operationalization and Sustainability of Belize's Protected Areas System",National,Belize,Stann Creek District,Victoria Peak Natural Monument (VPNM) (managed jointly with CBWS).,,,,,,,Source TTs
3861,3861,"Strenghtening National Capacities for the Consolidation, Operationalization and Sustainability of Belize's Protected Areas System",National,Belize,,Laughing Bird Caye National Park,34314,,,,12 Miles South East of Placencia Village Latitude: 16° 26’ 59'’ N Longitude: 88° 11’ 85'’ W,,Source TTs
3861,3861,"Strenghtening National Capacities for the Consolidation, Operationalization and Sustainability of Belize's Protected Areas System",National,Belize,,Gladden Spit & Silk Cayes Marine Reserve,,,,,"36 km off coast of Placencia Village Latitude: 16° 30' 0"" N  Longitude: 87° 58' 60"" W
",,Source TTs
3861,3861,"Strenghtening National Capacities for the Consolidation, Operationalization and Sustainability of Belize's Protected Areas System",National,Belize,Belize District,Half Moon Caye Natural Monument (HMCNM),,,,,,,Source TTs
3861,3861,"Strenghtening National Capacities for the Consolidation, Operationalization and Sustainability of Belize's Protected Areas System",National,Belize,,Sapodilla Cayes Marine Reserve,,,,,"35 miles off the coast of Punta Gorda Town.  16° 11'40"" to 16° 05'00"" North Latitude; The eastern and western boundaries of the reserve follow the 100m depth contours along the reef.",,Source TTs
3864,3864,CBPF: Strengthening Globally Important Biodiversity Conservation Through Protected Area Strengthening in Gansu Province,National,China,Luqu County,Gahai-Zecha,315662,,,," 102005-102047 eastern longitude, 33058 – 34032 northern latitude",,Source TTs
3864,3864,CBPF: Strengthening Globally Important Biodiversity Conservation Through Protected Area Strengthening in Gansu Province,National,China,Gansu Province,Lianhuashan,315663,,,,,,Source TTs
3864,3864,CBPF: Strengthening Globally Important Biodiversity Conservation Through Protected Area Strengthening in Gansu Province,National,China,Gansu Province,Taohe,,,,,"between east longitude 102°46＇02""-103°51＇25"", north latitude 34°10＇07""-35°09＇25"".",,Source TTs
3864,3864,CBPF: Strengthening Globally Important Biodiversity Conservation Through Protected Area Strengthening in Gansu Province,National,China,Gansu Province - Kangle County,Taizishan,,,,,"102043’-103042’ eastern longitude, 35002’ – 35026’ northern latitude",,Source TTs
3886,3886,Colombian National Protected Areas Conservation Trust Fund – Additional Financing for the Sustainability of the Macizo Regional Protected Area System (SIRAPM),National,Colombia,"in central east Andean mountain range, south of the Colombian Macizo, Northeast of the Nariño Department (San Bernado, Tablon de Gomez and La Cruz) and south of the Cauca Department (Bolivar and Santa Rosa)",Complejo Volcánico Doña Juana,,,,,,,Source TTs
3886,3886,Colombian National Protected Areas Conservation Trust Fund – Additional Financing for the Sustainability of the Macizo Regional Protected Area System (SIRAPM),National,Colombia," in Colombian Macizo, Huila Department (Acevedo municipality) and Caqueta Department (municipality of San Jose del Fragua). ",National Park Guacharos,,,,,,,Source TTs
3886,3886,Colombian National Protected Areas Conservation Trust Fund – Additional Financing for the Sustainability of the Macizo Regional Protected Area System (SIRAPM),National,Colombia,"Colombian central mountain range, Department of Valle del Cauca (Sevilla, Tulúa, Buga, Palmira, El Cerrito y Pradera towns) and Department of Tolima (Chaparral and Rioblanco towns) ",National Park Las Hermosas,,,,,,,Source TTs
3886,3886,Colombian National Protected Areas Conservation Trust Fund – Additional Financing for the Sustainability of the Macizo Regional Protected Area System (SIRAPM),National,Colombia,"Colombia, Cauca Department (Inza, Totoró, La Vega; Puracé, Almaguer, San Sebastián, Sotará, Santa Rosa towns) and  Huila Department (Saladoblanco, La Plata, La Argentina, Isnos, San Agustín town), Macizo Colombiano",National Park Purace,,,,,,,Source TTs
3886,3886,Colombian National Protected Areas Conservation Trust Fund – Additional Financing for the Sustainability of the Macizo Regional Protected Area System (SIRAPM),National,Colombia,"Colombia Macizo –Huila, Cauca and Tolima´s Departments.",National Park Nevado del Huila,,,,,"North 849.529N; 1.149.087 W, South 793.533N, and 1.135.185W, West 801.000N, 1.097.941W, and East 825.132 N 1.157.831W",,Source TTs
3897,#N/A,PAS: Phoenix Islands Protected Area (PIPA),National,Kiribati,,Phoenix Islands Protected Area,,,,,8Deg South; 109 Deg West,,Source TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Chubut,Punta Tombo,19612,,,,  44º 02´S - 65º 11´W,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Rio Negro,Punta Bermeja,16880,,,, 41°15´ S - 63°05´W,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Rio Negro,Caleta de los Loros,16882,,,, 41°02´ S - 64°04´ w,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Rio Negro,Bahia San Antonio,97481,,,,,Other designations: WHSRN ( Western Hemisphere Shorebird Reserve Network) site of int'l importance,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Rio Negro,Complejo Islote Lobos,30844,,,,41°26´ S - 65°00´ W,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,,Puerto Lobos,,,,,,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,,Patagonia Austral (G. San Jorge),,,,,"45°S, 65°14´W",,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,"Santa Cruz, Río Deseado",Ría Deseado,16900,,,,,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Santa Cruz ,Reserva Costera Urbana Gallegos,,,,, 50º04’ S - 68º26’ W,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Santa Cruz ,Cabo Vírgenes,21226,,,,52º 22’ S - 68º 23’ W,,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,"Tierra del Fuego,",Costa Atlantica de Tierra del Fuego,98129,95315,,,53º04’S 68º25’W,Other designations: WHSRN; Reserva Costa Atlantica del Tierra del Fuego; Sites of Hemispheric importance,Source: TTs
3910,3910,Inter-jurisdictional System of Coastal-Marine Protected Areas (ISCMPA) ,National,Argentina,Santa Cruz,Aves Playeras Migratorias,,,,,50º 04’ S - 68º 26’ W,Other designations: WHSRN; Estuario de Rio Gallegos; Site of Int'l importance,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic landscape reserve Vigonoschansky,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic landscape reserve «Naliboksky»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic landscape reserve «Krasny bor»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic hydrological reserve «Ostrova Dulebi»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic landscape reserve «Smichok»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic biological reserve «Slonimsky»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic hydrological reserve «Miranka»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic landscape reserve «Sinscha»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic hydrological reserve «Beloe»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic hydrological reserve «Dolgoe»,,,,,,,Source: TTs
3914,#N/A,Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices,National,Belarus,,Republic hydrological reserve «Servech»,,,,,,,Source: TTs
3925,3925,Strengthening Seychelles' Protected Area System through NGO Management Modalities,National,Seychelles,Off Praslin Island within the Seychelles inner islands,Cousin Island Special Reserve,6939,,,,,Designations: Part of ICRAN; IBA SC004,Source: TTs
3925,3925,Strengthening Seychelles' Protected Area System through NGO Management Modalities,National,Seychelles,,Aldabra Atoll Special Reserve,1342,,,,"South West Corner: 9° 29' S, 46° 13' E; North East Corner: 9° 23' S, 46° 31' E; Centre of site: 9° 24' S, 46° 20' E; Research Station: 9° 24' S, 46° 12' E",RAMSAR and UNESCO site; plus IBA ,Source: TTs
3925,3925,Strengthening Seychelles' Protected Area System through NGO Management Modalities,National,Seychelles,Mahe Plateau,Dennis Island,,,,,3° 48’S 55° 40’E,,Source: TTs
3925,3925,Strengthening Seychelles' Protected Area System through NGO Management Modalities,National,Seychelles,Mahe Plateau,North Island,,,,, Latitude 4°62’ S    longitude 55°45’ E,,Source: TTs
3932,#N/A,Mainstreaming Biodiversity in Silvo-Pastoral and Rangeland Landscapes in the Pockets of Poverty of Jordan,National,Jordan,,Fujaij Rangeland Exclosure,,,Yes,,,,Source: ProDoc Pg 20
3932,#N/A,Mainstreaming Biodiversity in Silvo-Pastoral and Rangeland Landscapes in the Pockets of Poverty of Jordan,National,Jordan,,Al-Hisheh Forest Exclosure,,,Yes,,,,Source: ProDoc Pg 20
3932,#N/A,Mainstreaming Biodiversity in Silvo-Pastoral and Rangeland Landscapes in the Pockets of Poverty of Jordan,National,Jordan,,Manshiyya Rangeland Exclosure,,,Yes,,,,Source: ProDoc Pg 20
3933,#N/A,SFM Sustainable Management of Protected Areas and Forests of the Northern Highlands of Peru,National,Peru,,Laquipampa Wildlife Refuge,,,Yes,,,"Pg 14 of the ProDoc describes the project area. ""The project area consists of a small portion of highlands located in the eastern part of the Lambayeque Region and involves two districts of Ferreñafe Province: Incahuasi and Cañaris. The area is located between 79o 11’ and 79o 33’ west longitude and 5o 54’ and 6o
23’ south latitude. It includes the humid montane forests of the Cañaris district that drain to the
east to the Huancabamba river and extend to the Querecoto district of the Cajamarca region. "" A 2nd PA will be established in Canaris. ",Source: ProDoc
3945,#N/A,Catalyzing Financial Sustainability of Armenia's Protected Areas System,National,Armenia,,"The following projects have been added to PAS since the baseline: Arevik National Park (2009);  Zangezur Sanctuary (2009), Zikatar Sanctuary (2010), & Khustup Sanctuary (2013).  As of 2013, the PAS included 232 natural monuments, 4 national parks, 27 sanctuaries and 3 state reserves.  Gnishik Community managed protected area was not included for the purpose of the midterm FSC since it was officially created in 2014.

This financial scorecard provides information on 34 PAs total including: 3 state reserves (Khosrov Forest, Shikahogh and Erebuni), 4 national parks (Sevan, Dilijan, Arevik and Arpi Lake), and 27 state sanctuaries.
",,,No. Financial sustainability of PAS,,,266 sites in total,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"Vojvodina, South Backa region, covers area within Backa Palanka, Vrbas, Temerin and Zabalj municipalities","Nature Park ""Jegricka""",,,No. Financial sustainability of PAS,,,Other designations: IBA; IPA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"Vojvodina, Middle Banat, around 17 km from Zrenjanin and 60 km from Belgrade","Special Nature Reserve ""Carska bara""",134953,,No. Financial sustainability of PAS,,,Other designations: IBA; IPA; RAMSAR site - Stari Begej/Carska Bara Special Nature Reserve (45º15’N 020º23’E),Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Vojvodina,"Special Nature Reserve ""Deliblatska pescara""",,,No. Financial sustainability of PAS,,"Vojvodina, 44,45 N and 45,02 N. 20,55 I and 21,20 I","Other designations: RAMSAR site ""Labudovo okno"" 44°48’N 021°18’E; IBA; Prime Butterfly Area",Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Southwestern Serbia,Nature Park “Golija” and Bisphere Reserve “Golija - Studenica'' ,,,No. Financial sustainability of PAS,,,Other designations: UNESCO BR Golija Studenica; IBA; PBA; IPA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Vojvodina,"Special Nature Reserve ""Gornje Podunavlje""",,,No. Financial sustainability of PAS,,"Vojvodina, 45o 55’16“N-45o 31’47“N; 18o49’08“E-19O05’43“E",Other designations: RAMSAR site by same name at 45°45’N 018°57’E; IBA; IPA; Emerald,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"Vojvodina, Backa Palanka and Bac municipalities","Special Nature Reserve ""Karadjordjevo""",,,No. Financial sustainability of PAS,,,IBA; Emerald,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Vojvodina,Special Nature Reserve “Ludasko jezero”,15596,,No. Financial sustainability of PAS,,46⁰06’06’’N/19⁰49’53’’E,Other designations: RAMSAR site Ludasko Lake at 46º04’N 019º48’E; IBA; IPA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Southwestern Serbia,"Nature Park ""Sargan – Mokra Gora""",,,No. Financial sustainability of PAS,,,Emerald; IPA; Part of potential transboundary BR Drina,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Eastern Serbia,"National Park ""Djerdap""",2522,,No. Financial sustainability of PAS,,,Emerald; IPA; PBA; IPA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Middlesouthern Vojvodina,"National Park ""Fruska Gora""",1053,,No. Financial sustainability of PAS,,,Emerald; IPA; PBA; IPA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Highest parts of Kopaonik mountain in Central Serbia ,"National Park ""Kopaonik""",,,No. Financial sustainability of PAS,,,IBA; IPA; PBA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Western Serbia,"National Park ""Tara""",15596,,No. Financial sustainability of PAS,,"N 43 55 55, E 19 23 10",Emerald; IBA; PBA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"Central Serbia, Moravica area","Landscape of Extraordinary Characteristics ""Ovcarsko-kablarska klisura""",,,No. Financial sustainability of PAS,,,Emerald; IBA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"Southeast Serbia, Pcinja county/ Bujanovac municipality",Landscape of Extraordinary Characteristics “Dolina reke Pcinje”,,,No. Financial sustainability of PAS,,,IBA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Morava County,"Natural Monument ""Resavska pecina""",,,No. Financial sustainability of PAS,,,,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Municipality of Niska banja,Nature Park ''Sicevacka klisura'',,,No. Financial sustainability of PAS,,х=47 92 500-47 02 340  у= 75 84 550-75 97 400,PBA; IBA; IPA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Central Vojvodina,"Special Nature Reserve ""Slano Kopovo""",15596,,No. Financial sustainability of PAS,,,Ramsar site by same name at: 45°38’N 020°13’E; IBA; IPA; Emerald,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,Ljubovija municipality,Special Nature Reserve “Klisura reke Tresnjice”,145252,,No. Financial sustainability of PAS,,"longitude 44,33333300, latitude 19,55000000",IBA; Emerald,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"Belgrade, junction of Danube and Sava rivers",Landscape of Extraordinary Characteristics “Veliko Ratno Osrtvo”,,,No. Financial sustainability of PAS,,,IBA,Source: TTs
3946,3946,Ensuring Financial Sustainability of the Protected Area System,National,Serbia,"AP Vojvodina- Northwestern Serbia (Macva), territory of municipalities Sremska Mitrovica and Bogatic",Special Nature Reserve “Zasavica”,145252,,No. Financial sustainability of PAS,,,Ramsar site by same name at: 44°56’N 019°32’E ; IBA; IPA; PBA,Source: TTs
3947,3947,Catalyzing Financial Sustainability of the PA System,National,Montenegro,,Biogradska gora,1059,,No. Financial sustainability of PAS,,"19.62 longitude, 42.87 latitude ","unesco site ""Tara River Basin"" at 42deg32' to 43deg20' N;  18deg50' to 19deg 54' E",Source: TTs
3947,3947,Catalyzing Financial Sustainability of the PA System,National,Montenegro,,Durmitor National Park,1051,,,,"19,04 longitude, 43.11 latitude","unesco site ""Tara River Basin"" at 42deg32' to 43deg20' N;  18deg50' to 19deg 54' E",Source: TTs
3947,3947,Catalyzing Financial Sustainability of the PA System,National,Montenegro,,Lovcen National Park,2519,,,,"18.87 longitude, 42.37 latitude",,Source: TTs
3947,3947,Catalyzing Financial Sustainability of the PA System,National,Montenegro,,Skadar Lake,16385,,,,"19.25 longitude, 42.25 latitude.",Ramsar site by same name at 42°10’N 19°15’E,Source: TTs
3949,#N/A,Ensuring Sufficiency and Predictability of Revenues for the Protected Areas Systems,National,Georgia,,Borjomi-Kharagauli Protected Areas,61588,,,,,,Source: TTs
3949,#N/A,Ensuring Sufficiency and Predictability of Revenues for the Protected Areas Systems,National,Georgia,,Lagodekhi Protected Areas,1653,,,,,,Source: TTs
3949,#N/A,Ensuring Sufficiency and Predictability of Revenues for the Protected Areas Systems,National,Georgia,,Tusheti Protected Areas,313053,,,,,,Source: TTs
3949,#N/A,Ensuring Sufficiency and Predictability of Revenues for the Protected Areas Systems,National,Georgia,,Vashlovani Protected Areas,1660,,,,,,Source: TTs
3949,#N/A,Ensuring Sufficiency and Predictability of Revenues for the Protected Areas Systems,National,Georgia,,Mtirala National Park,1656,,,,,,Source: TTs
3981,3981,Integrated Mangement in Lakes Apanas and Asturias Watershed,National,Nicaragua,,Los Lagos Apanas - Asturias,,,,,,,METTs
3981,3981,Integrated Mangement in Lakes Apanas and Asturias Watershed,National,Nicaragua,,Reserva Natural Datanli - El Diablo,,,,,,,METTs
3981,3981,Integrated Mangement in Lakes Apanas and Asturias Watershed,National,Nicaragua,,Reserva Natural Cerro Frio - La Cumplida,,,,,,,METTs
3981,3981,Integrated Mangement in Lakes Apanas and Asturias Watershed,National,Nicaragua,,Reserva Natural Cerro Arenal,,,,,,,METTs
3981,3981,Integrated Mangement in Lakes Apanas and Asturias Watershed,National,Nicaragua,,4 Private nature reserves within the priority areas,,,,,,,METTs
4023,#N/A,PAS: Implementing the Island Biodiversity Programme of Work by Integrating the Conservation Management of Island Biodiversity,Regional,"Cook Islands, Tuvalu, Tonga, Nauru",,,,,,,,No METTs and PA names not mentioned,ProDoc
4026,4026,SPWA-BD: Strengthening the Conservation Role of Togo's National System of Protected Areas (PA),National,Togo,,Oti-Mandouri Faunal Reserve,,,,,,,ProDoc
4026,4026,SPWA-BD: Strengthening the Conservation Role of Togo's National System of Protected Areas (PA),National,Togo,,Oti-Keran NP,,,,,,,ProDoc
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia","Olkhonsky, Kachugsky",Baikal-Lena,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia","Kabansky, Selenginsky, Djidinsky",Baikal(biosphere),,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Severobaikalsky,Barguzin (biosphere),,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Tov. (Central),Bogdkhan uul (biosphere),,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Kurumkansky,Dzherginsky,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia","Krasnochikoisky, Kyrinsky, Uletovsky",Sokhondinsky (biosphere),,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Tov. Khentyi,Khan Khantyi,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Khabsgep,Khoridol Sar‘dag,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Khovsgol Aimag,Lake Khovsgol National Park,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Arkhangai,Noen Handhai,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Republic of Buryatia Barguzinsky,Zabaikalsky,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia","Irkutsk Province- Olkhomsky, Irkutsky, Sludyansky",Pribaikalsky,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Republic of Buryatia,Tunkinsky,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Tov,Terelzh,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Khevsgep,Khevsgep,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia","Arkhangai, Ovorkhangai, Bayankhongor",Khangain Nuruu,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Arkhangai,Khorgo,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia",Tov,Khustain Nuruu,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4029,#N/A,Integrated Natural Resource Management in the Baikal Basin Transboundary Ecosystem,Regional,"Russia, Mongolia","Arkhangai , Zavkhan",Tarvagatai Nuruu,,,yes. Lake Baikal Basin,,,,ProDoc Pg 102
4070,#N/A,The GEF Earth Fund: Greening the Cocoa Industry - Market Transformation,Global,Global,,,,,,,,"No ProDoc, TE, or TTs available on PMIS",
4158,#N/A,Agricultural Biodiversity Conservation and Man and  Biosphere Reserves in Cuba: Bridging Managed and Natural Landscapes,National,Cuba,Pinar del Rio Province,Sierra del Rosario Biosphere Reserve,,,yes,no,,,ProDoc Pg 11
4158,#N/A,Agricultural Biodiversity Conservation and Man and  Biosphere Reserves in Cuba: Bridging Managed and Natural Landscapes,National,Cuba,Guantánamo Province,Cuchillas del Toa Biosphere Reserve,,,yes,no,,,ProDoc Pg 11
4169,#N/A,SPWA-BD: Scaling up the impacts of goods practices in linking poverty alleviation and biodiversity conservation,Regional,Regional,,N/A,,,,,,Capacity building project for PA managers,ProDoc
4235,#N/A,SFM Facilitating financing for Sustainable Forest Management in SIDS and LFCCs,Global,Global,,,,,,,,PAs not mentioned in ProDoc. No TE or TTs available,
4259,#N/A,The GEF Earth Fund: Conservation Agreement Private Partnership Platform (CAPPP),Global,Global,,N/A,,,,,,"Pg 13 of ProDoc mentions the regions where the project sites are, but not the names of PAs or number of PA s within those regions. ",ProDoc
4286,#N/A,Wildlife Consumption: Reforming Policies and Practices to Strengthen Biodiversity Conservation,National,Vietnam,,,,,,,,No docs uploaded on PMIS,N/A
4356,#N/A,Securing Biodiversity Conservation and Sustainable Use in China's Dongting Lake Protected Areas,National,China,Hunan Province,East Dongting Lake Nature Reserve ,,,,,,,ProDoc
4356,#N/A,Securing Biodiversity Conservation and Sustainable Use in China's Dongting Lake Protected Areas,National,China,Hunan Province,West Dongting Lake Nature Reserve ,,,,,,,ProDoc
4356,#N/A,Securing Biodiversity Conservation and Sustainable Use in China's Dongting Lake Protected Areas,National,China,Hunan Province,South Dongting Lake Nature Reserve ,,,,,,,ProDoc
4356,#N/A,Securing Biodiversity Conservation and Sustainable Use in China's Dongting Lake Protected Areas,National,China,Hunan Province,Hengling Lake Nature Reserve,,,,,,,ProDoc
4469,4469,"Integrated Approach to Management of Forests, with Demonstration in High Conservation Value Forests in the Mediterranean Region",National,Turkey,,Aladaglar NP,,,YES,,,,ProDoc Pg 14
4469,4469,"Integrated Approach to Management of Forests, with Demonstration in High Conservation Value Forests in the Mediterranean Region",National,Turkey,,Kartal Lake NR,,,YES,,,,ProDoc Pg 14
4469,4469,"Integrated Approach to Management of Forests, with Demonstration in High Conservation Value Forests in the Mediterranean Region",National,Turkey,,Köyceğiz-Dalyan SPA,,,YES,,,,ProDoc Pg 14
4469,4469,"Integrated Approach to Management of Forests, with Demonstration in High Conservation Value Forests in the Mediterranean Region",National,Turkey,,Muğla Köyceğiz Widlife Reserve ,,,YES,,,,ProDoc Pg 14
4469,4469,"Integrated Approach to Management of Forests, with Demonstration in High Conservation Value Forests in the Mediterranean Region",National,Turkey,,Körçoban Nature Reserve ,,,YES,,,,ProDoc Pg 14
4505,#N/A,"Strengthening Sustainable Management of the Guano Islands, Isles and Capes National Reserve System (RNSIIPG) ",National,Peru,,"Reserva Nacional Sistema de
Islas, Islotes y Puntas
Guaneras (RNSIIPG)",,,YES,,,,TTs and Results Framework doc
4526,#N/A,Securing Biodiversity Conservation and Sustainable Use in Huangshan Municipality,National,China,,Huangshan National Park,26613,,,,,,ProDoc and TTs
4526,#N/A,Securing Biodiversity Conservation and Sustainable Use in Huangshan Municipality,National,China,,Qingliangfeng National Level NR (in Anhui),95488,,,,,,ProDoc and TTs
4526,#N/A,Securing Biodiversity Conservation and Sustainable Use in Huangshan Municipality,National,China,,Anhui Huangshan District Jiulongfeng NR,316318,,,,,,ProDoc and TTs
4526,#N/A,Securing Biodiversity Conservation and Sustainable Use in Huangshan Municipality,National,China,,Yixian Wuxishan Provincial NR (in Anhui Yixian ),316315,,,,,,ProDoc and TTs
4526,#N/A,Securing Biodiversity Conservation and Sustainable Use in Huangshan Municipality,National,China,,Tianhushan NR (in Anhui Huangshan District ,478306,,,,,,ProDoc and TTs
4526,#N/A,Securing Biodiversity Conservation and Sustainable Use in Huangshan Municipality,National,China,,Lingnan Provincial NR (in Anhui Xiuning) ,315699,,,,,,ProDoc and TTs
