"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","ltdr_yearly_ndvi_mean.2014.mean","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"952",1848.5776367188,2024.1060791016,47.6092870544,0.4778788388,88.9162210339,76.1143035889,1,14.2172595555,44.08334,26.2121,100.35,5.5,45.7,24.4,-3.95,11.6375,3.2761732852,2683.62524414,1,3190.81958008,0.688219333292053,0.688219333292053,4636.34109901697,0.688219333292053,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"953",1042.0115966797,1413.0661621094,43.9023124115,0.5937835574,75.2931654676,101.3436431885,0,7.0169924289,43.75179,24.74381,102.6,0.5,49.0333333333,25.4,-2.9,12.2666666667,5.3633093525,2935.30029297,1,3400.24755859,0.457279261464959,0.457279261464959,7435.82280048481,0.457279261464959,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"955",2617.1376953125,1842.2149658203,9.4094887149,0.433206737,61.1448763251,15.4295272827,1,23.5177891165,45.1833,29.04828,73.85,9.65,32.4125,25.9,-3.75,12.375,1.2111692845,2647.20068359,1,3137.67895508,0.625768963255549,0.625768963255549,5014.11725304543,0.625768963255549,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"956",2924.9921875,1071.4915771484,87.6,1.0109547377,70.5206463196,102.9338912964,0,7.1886559956,43.75115,24.94397,116.65,1.85,50.7875,25.25,-3.1,12.1958333333,4.311827957,2905.54492188,1,3511.74194336,0.473238367224501,0.473238367224501,7420.661946655,0.473238367224501,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"957",1734.9886474609,1298.345703125,81.7018604651,0.9386208653,87.9073083779,63.7253837585,1,11.3599417718,44.48787,22.67669,134.7,2.3,46.5375,24.6,-2.1,12.3833333333,3.1663716814,2476.41137695,1,3527.64575195,0.669313813485364,0.669313813485364,5270.54078501719,0.669313813485364,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"959",1914.8159179688,1751.3829345703,133.8686165274,1.2386058569,142.7211367673,13.3350448608,0,0.1681003848,44.60047,28.36014,68.85,0.6,27.9166666667,25.85,-3.25,12.25,1.9578207381,2175.52758789,1,2916.0300293,0.32559852876005,0.32559852876005,8955.90665106773,0.32559852876005,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"963",1401.0444335938,1513.2965087891,46.4152979822,0.3477748334,92.8096085409,56.8667869568,0,1.9620609314,43.87966,23.68954,109.2,0.2,49.2708333333,25.2,-2.8,12.575,2.8402154399,2535.54272461,1,3374.88647461,0.446782279687173,0.446782279687173,7553.76080934325,0.446782279687173,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"967",2901.1784667969,1491.6784667969,65.3559003291,0.6673263907,102.7360861759,84.9292755127,1,4.2993087783,43.78416,24.04076,106,0.9,48.6833333333,25.7,-2.4,12.9041666667,3.4085257549,2630.2019043,1,3195.54467773,0.664298493573223,0.664298493573223,4810.40482350239,0.664298493573223,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"968",1939.4805908203,1774.7524414063,60.1936852026,0.6125270128,108.0469314079,91.3302383423,0,2.828515497,43.88713,23.28409,95.5,2.2,42.9333333333,24.45,-2.35,12.2583333333,3.0144404332,2544.78930664,1,3498.13720703,0.443769798492717,0.443769798492717,7882.77439995145,0.443769798492717,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"969",2302.9064941406,1917.3939208984,11.6586158848,0.1938475072,79.3113879004,49.7455062866,0,1.6045276691,44.73165,27.74035,76,2,26.4083333333,26.1,-4.2,12.5416666667,2.6466431095,2346.66821289,1,2988.78662109,0.393518006154764,0.393518006154764,7595.0441259213,0.393518006154764,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"971",1552.6219482422,1855.1706542969,152.7631578947,1.8945689201,125.7805755396,27.4550857544,0,17.0221732982,43.95,27.53333,99.35,9.45,46.2333333333,24.95,-2.65,12.1375,1.4849557522,2700.37573242,1,3534.70092773,0.419363273687237,0.419363273687237,8428.73267525615,0.419363273687237,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"973",1057.9100341797,1173.7492675781,46.3995305164,0.2964070737,94.8983957219,84.2566757202,0,6.7173538544,43.86417,24.63883,102.6,0.5,49.0333333333,25.4,-2.9,12.2666666667,4.447037702,2777.86914062,1,3332.17944336,0.431011781856149,0.431011781856149,7731.06347350876,0.431011781856149,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"974",2293.6608886719,1167.9938964844,363.7062094532,5.721965313,139.9472759227,52.3611984253,1,55.931114804,44.70616,21.8291,95.4,0,30.35,21.2,-4.4,9.45,0.1814946619,2748.29516602,1,2995.8515625,0.756194680269133,0.756194680269133,3961.74641354758,0.756194680269133,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"975",1452.8127441406,1741.4444580078,108.1658079625,2.0689792633,106.862745098,28.861869812,0,12.4340811608,44.10717,27.80268,95.35,6.7,41.8541666667,25.25,-2.5,12.2291666667,1.5089605735,2594.09594727,1,3273.97973633,0.401176723717833,0.401176723717833,8160.94140753977,0.401176723717833,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"976",2060.4611816406,1086.5389404297,79.0333951763,1.2436931133,110.5561403509,24.5814914703,0,0.7494012327,44.63551,28.12034,65,0,20.9666666667,25.9,-3.8,12.25,2.4564831261,2190.77050781,1,2790.81738281,0.351629039966389,0.351629039966389,7936.82280359088,0.351629039966389,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"977",1836.1397705078,1890.9851074219,52.7417685795,0.409039408,82.939177102,69.161605835,0,6.9698339321,43.73953,25.25291,130.7,3.2,52.5416666667,25.1,-3.3,12.125,2.2248201439,2775.65478516,1,3285.10620117,0.455867487210511,0.455867487210511,7206.27439625453,0.455867487210511,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"978",2263.78125,1486.7326660156,11.4642692485,0.1274642348,57.7504424779,39.3573875427,1,0.192334392,45.10592,27.77613,80.75,4.95,30.7583333333,25.2,-4.75,12.0666666667,3.1358885017,2464.29345703,1,3241.74243164,0.672911674413508,0.672911674413508,4817.48579331072,0.672911674413508,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"979",2512.421875,1648.7476806641,316.4508990318,4.4091501236,153.0017699115,72.2644042969,1,47.4294875937,44.7375,21.66694,95.4,0,30.35,21.2,-4.4,9.45,3.7690972222,2647.42993164,1,2951.61938477,0.741133228267934,0.741133228267934,3982.57596905766,0.741133228267934,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"980",1062.3664550781,1918.7698974609,61.032603633,1.8712998629,128.0283687943,25.0716781616,0,2.6398977819,44.28318,28.08929,82.2,2.7,35.1,26.05,-2.9,12.5333333333,7.0678571429,2408.41479492,1,3180.84130859,0.384800879880594,0.384800879880594,8266.20071548962,0.384800879880594,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"981",1969.6896972656,927.9435424805,66.3521126761,1.036919117,37.4480286738,120.0386123657,0,2.9185533084,44,22.83333,114.05,0.65,50.6291666667,24.45,-1.9,12.2375,8.1982300885,2551.87231445,1,3276.65625,0.474248327209145,0.474248327209145,6909.15721154455,0.474248327209145,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"985",1197.9985351563,1447.1657714844,28.9636024265,0.3824899197,94.0780141844,45.7342224121,0,3.1698385384,44.23953,26.8794,91.7,2.9,38.525,25.6,-3.8,12.3333333333,2.2495543672,2354.67919922,1,2943.11938477,0.403352918930344,0.403352918930344,7296.63589041301,0.403352918930344,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"986",1959.986328125,1196.2197265625,71.4387947269,0.7512817383,91.3032490975,66.5609588623,0,3.8398020133,43.71667,23.73333,107.5,0.4,46.3166666667,25.8,-2.3,13.0333333333,6.7104795737,2701.3059082,1,3411.54345703,0.456125252125477,0.456125252125477,7479.40053994535,0.456125252125477,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"987",1772.4675292969,2006.4559326172,104.161971831,1.3296421766,139.1559139785,95.1471862793,0,9.6915133521,44.03333,27.2,103.35,12.2,50.6125,24.65,-2.8,12.0458333333,7.3805309735,2707.20141602,1,3390.80883789,0.45450851128615,0.45450851128615,7460.38578748464,0.45450851128615,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"989",1228.4079589844,1233.6176757813,36.9138173302,0.6047760844,88.2641843972,102.3199310303,1,8.7799037742,44.11064,26.57747,91.9333333333,7.6333333333,43.4222222222,24.8,-3.6666666667,11.9472222222,7.9713774598,2691.22705078,1,3236.48974609,0.691017163062689,0.691017163062689,4683.66043434494,0.691017163062689,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"990",1296.5109863281,1995.0524902344,13.0654462243,0.3962643743,18.6308492201,529.5695800781,1,3.1065193672,45.40648,28.05332,86.45,8.3,40.1708333333,23.975,-5.8,11.1208333333,19.1210526316,2205.78491211,1,2861.48852539,0.758298154053328,0.758298154053328,3773.56651878222,0.758298154053328,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"992",899.2869873047,1339.8107910156,54.315913371,0.649042964,84.6726943942,70.5531387329,0,8.1206679755,43.82121,23.90789,107.5,0.4,46.3166666667,25.8,-2.3,13.0333333333,5.3303411131,2603.54638672,1,3273.33203125,0.442708303609306,0.442708303609306,7393.87990819966,0.442708303609306,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"993",1594.5460205078,1433.9865722656,69.9139534884,1.1483227015,107.4071428571,64.7775878906,0,0.0502572992,44.34569,28.26562,72.7,1.2,34.8666666667,25.8,-2.7,12.25,7.9434628975,2294.34936523,1,3088.94726562,0.352045950709201,0.352045950709201,8774.27295896255,0.352045950709201,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"994",3120.6843261719,805.9924316406,43.9481308411,0.5904768705,22.8837209302,297.1547851563,1,7.1851133557,43.95609,26.03403,101.975,6.275,47.5541666667,24.675,-3.825,11.8333333333,13.4521276596,2697.2590332,1,3201.07495117,0.733428484374017,0.733428484374017,4364.53590141392,0.733428484374017,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"999",1592.0366210938,1633.7015380859,55.2841658812,1.0251479149,90.2137681159,49.6926651001,0,8.1289947271,43.63333,25.13333,130.7,3.2,52.5416666667,25.1,-3.3,12.125,3.8703374778,2961.0234375,1,3334.15161133,0.486568982765969,0.486568982765969,6852.37187207567,0.486568982765969,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1000",1104.5267333984,1982.4853515625,40.7526731753,1.2369984388,123.2768959436,21.9451713562,0,4.522388584,44.40184,28.08756,76.4666666667,1.8,30.3888888889,26,-3.2,12.4388888889,5.4359430605,2335.48608398,1,2981.28710938,0.367006604378178,0.367006604378178,8123.25193556453,0.367006604378178,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1001",1730.2984619141,1449.5953369141,83.9229323308,0.8741248846,106.1079136691,77.0271148682,0,4.7657305633,43.81667,23.23333,100.1,2,45.1,24.5,-1.9,12.5833333333,4.0654867257,2569.38916016,1,3469.79125977,0.460609917713963,0.460609917713963,7533.03636402534,0.460609917713963,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1004",2269.9802246094,1627.9401855469,98.7460168697,1.520283103,86.6821428571,74.3109130859,1,9.5989869933,44.11667,22.7,114.05,0.65,50.6291666667,24.45,-1.9,12.2375,2.3256637168,2665.59643555,1,3426.90844727,0.683738197948853,0.683738197948853,5012.01842686336,0.683738197948853,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1005",2463.7253417969,1112.9973144531,114.5838041431,0.7639969587,89.7833935018,40.119178772,0,2.3570387979,43.71667,23.51667,103.8,1.2,45.7083333333,25.15,-2.1,12.8083333333,2.1385435169,2680.06494141,1,3381.90869141,0.448734889430624,0.448734889430624,7536.5405522649,0.448734889430624,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1008",2684.0366210938,1054.05859375,66.7920792079,0.8538219333,72.0776173285,79.7736434937,0,5.1513700235,43.7672,25.00494,116.65,1.85,50.7875,25.25,-3.1,12.1958333333,2.4151624549,2875.70605469,1,3491.14672852,0.462533268731065,0.462533268731065,7547.88242172887,0.462533268731065,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1009",1043.5411376953,2107.4641113281,20.4482276119,0.3834912181,56.2803571429,144.3592987061,0,4.5678427199,44.21435,27.45085,104.95,6.35,41.3,25.85,-2.95,12.7208333333,3.6205673759,2331.08691406,1,2933.1262207,0.400484099615222,0.400484099615222,7323.9517461944,0.400484099615222,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1010",1054.1722412109,1383.8996582031,41.4732142857,0.2962563336,98.2675044883,87.6384887695,0,5.7541055417,43.82418,24.66415,102.6,0.5,49.0333333333,25.4,-2.9,12.2666666667,4.5384615385,2845.13476562,1,3337.86230469,0.436880049766129,0.436880049766129,7640.22597616172,0.436880049766129,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1011",2809.7541503906,1628.6457519531,61.1587822014,0.2874263525,98.7956989247,77.9893951416,0,1.9075704645,44.04339,23.09854,95.5,2.2,42.9333333333,24.45,-2.35,12.2583333333,3.3019538188,2495.35913086,1,3614.41381836,0.43701516680302,0.43701516680302,8270.68278842861,0.43701516680302,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1012",2691.3364257813,1504.3753662109,64.1234102685,0.7618652582,96.9184782609,71.9998245239,1,3.4032874835,43.76276,24.3169,104.5,1.4,51.05,25.6,-2.5,12.775,2.3393177738,2740.65551758,1,3327.43847656,0.672555669932351,0.672555669932351,4947.45435258124,0.672555669932351,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1013",1940.5919189453,1618.8395996094,139.7505752416,1.2816146612,89.5520282187,39.7668571472,1,15.8123221185,45.07166,21.54036,82.475,8.025,37.8291666667,22.75,-1.65,11.6583333333,0.6445993031,2660.64990234,1,3145.40014648,0.694332110640721,0.694332110640721,4530.10900443228,0.694332110640721,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1014",1664.0218505859,2060.8427734375,41.6609061186,0.4648656547,86.9714795009,79.1363601685,1,6.2566606849,44.12591,26.33371,83.8,0.4,37.6333333333,24.9,-4.7,11.6833333333,3.5673758865,2694.55737305,1,3197.8425293,0.686703822094564,0.686703822094564,4656.80024838952,0.686703822094564,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1016",1417.0983886719,1687.4858398438,46.351008916,0.3573678732,98.7168458781,76.8526306152,0,2.5180447507,43.92584,23.41332,99.5,1.6,44.0611111111,24.9,-2.3333333333,12.5166666667,2.0881294964,2523.81005859,1,3411.84204102,0.431007376673721,0.431007376673721,7915.97133986599,0.431007376673721,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1017",2846.4545898438,1395.798828125,38.4454887218,0.4967396557,57.3910714286,152.8635864258,1,7.4593466248,43.99738,26.12297,100.35,5.5,45.7,24.4,-3.95,11.6375,4.688172043,2725.94042969,1,3214.82763672,0.705608372604032,0.705608372604032,4556.10755418867,0.705608372604032,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1018",1179.4263916016,1890.6990966797,33.4381176471,0.1705963016,104.7486535009,85.7466201782,0,2.8305724028,43.77342,24.62709,102.6,0.5,49.0333333333,25.4,-2.9,12.2666666667,3.7245080501,2895.38964844,1,3312.77490234,0.436147585233121,0.436147585233121,7595.53649842936,0.436147585233121,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1019",1212.8712158203,1959.4793701172,39.1656470588,0.3399843872,102.1059245961,54.1453819275,0,3.8563043413,43.90162,23.52291,102.35,1.2,46.1020833333,24.825,-2.575,12.4166666667,2.14490161,2509.12011719,1,3358.58227539,0.437089771369978,0.437089771369978,7683.96447453606,0.437089771369978,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1022",1445.4735107422,1615.3673095703,376.4739776952,7.8239626884,202.5265017668,43.0497245789,2,74.4156135377,44.64845,21.9858,108.85,3.9,39.9166666667,21.4,-4.45,9.5333333333,0.108348135,2622.75805664,1,2876.62036133,0.895388374556022,0.895388374556022,3212.70684663107,0.895388374556022,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1024",1176.3525390625,1632.2608642578,27.3938404106,0.4366409481,117.2900355872,47.1670646667,0,5.7260468492,44.22324,26.95219,104.95,5.7,42.8958333333,25.5,-3.3,12.4791666667,1.8812056738,2437.54516602,1,3003.65234375,0.408476733663281,0.408476733663281,7353.30092564341,0.408476733663281,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1025",1301.3868408203,1768.7065429688,35.2370609982,0.734025538,95.5430579965,23.5811023712,0,2.294349047,44.77933,28.09461,65,0,20.9666666667,25.9,-3.8,12.25,1.0723104056,2197.17016602,1,2719.71264648,0.344842642537427,0.344842642537427,7886.82230964176,0.344842642537427,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1026",1622.3532714844,1484.4372558594,81.6177839851,1.3301442862,136.2317290553,18.9129104614,0,0.3768637848,44.42359,28.20967,68.85,0.6,27.9166666667,25.85,-3.25,12.25,3.6831858407,2285.20288086,1,3031.80297852,0.346682858459173,0.346682858459173,8745.17705315689,0.346682858459173,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1027",1945.26171875,1423.4737548828,66.5137914914,0.6106379628,91.0758377425,58.3223228455,1,3.5012032486,44.2208,22.712,109.7,1.3,43.2833333333,24.9,-1.4,12.8083333333,3.2182468694,2591.89428711,1,3515.79174805,0.658127221922732,0.658127221922732,5342.11567450218,0.658127221922732,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1028",1155.8493652344,1306.7348632813,76.508640822,0.4971049726,91.814159292,74.7124176025,1,5.9577734617,44.19723,22.93125,100.3,1.85,42.025,24.65,-2.1,12.3708333333,1.9838998211,2458.26586914,1,3468.53417969,0.643949348652757,0.643949348652757,5386.3462816551,0.643949348652757,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1030",1950.5640869141,1360.9149169922,241.1591855622,3.1779544353,63.4305799649,131.7956085205,2,20.89366959,44.7083,22.67003,159.7,3.3,49.7916666667,24.3,-2.8,11.9583333333,10.8244680851,2507.09912109,1,3349.72509766,0.874685076796478,0.874685076796478,3829.63558716278,0.874685076796478,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1033",1720.7749023438,1330.3299560547,243.4942156409,3.5325946808,67.3191489362,268.344909668,2,25.4577097123,44.69266,22.60992,159.7,3.3,49.7916666667,24.3,-2.8,11.9583333333,12.3561403509,2452.05957031,1,3202.64379883,0.879482141690625,0.879482141690625,3641.51089261866,0.879482141690625,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1034",1355.3811035156,2128.3171386719,64.0979477612,1.6925626993,104.6077738516,29.1279220581,0,14.2932733497,44.1843,27.83697,91.7,4.2,35.3333333333,26.3,-3.1,12.8166666667,0.9946236559,2502.87524414,1,3102.19238281,0.393318922175575,0.393318922175575,7887.21876295898,0.393318922175575,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1037",1773.08984375,1792.0377197266,3.6547291093,0.203201279,43.3380035026,145.8531494141,1,17.0877365017,45.3078,28.95691,73.85,9.65,32.4125,25.9,-3.75,12.375,3.942206655,2444.34228516,1,2956.05664062,0.62099561600158,0.62099561600158,4760.18922589701,0.62099561600158,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1038",2255.7353515625,1912.9910888672,350.9477093938,5.9614210129,203.0459363958,83.1162872314,1,58.7063139076,44.69905,22.36577,122.3,7.8,49.4833333333,21.6,-4.5,9.6166666667,2.8980667838,2480.90795898,1,2808.90600586,0.751016650281404,0.751016650281404,3740.13812451097,0.751016650281404,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1039",1492.3160400391,1414.6584472656,70.9018779343,1.2090439796,127.0017921147,78.7601928711,0,11.3037993486,44,26.6,96,11.25,46.3166666667,24.75,-3.15,12.0791666667,5.8707964602,2782.24291992,1,3329.9050293,0.466800083922516,0.466800083922516,7133.47135955684,0.466800083922516,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1040",1765.0498046875,1047.2833251953,72.8311748381,1.1108107567,103.3842105263,21.2029323578,0,0.270943147,44.71747,28.14732,65,0,20.9666666667,25.9,-3.8,12.25,1.6968085106,2147.03833008,1,2725.82226562,0.345055205250698,0.345055205250698,7899.67003581229,0.345055205250698,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1042",2003.3695068359,1489.2175292969,56.4818481848,0.7966310382,91.238267148,77.4407653809,1,4.6562300263,43.7543,24.36775,104.5,1.4,51.05,25.6,-2.5,12.775,3.4568345324,2763.2487793,1,3335.23803711,0.678576054600454,0.678576054600454,4915.05412620814,0.678576054600454,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1043",3199.2414550781,938.507019043,123.0443396226,1.3221650124,53.5561594203,37.0865631104,1,3.2192138136,43.58333,24.41667,112.3666666667,1.0333333333,52.3444444444,24.8,-2.5666666667,12.3166666667,3.1960784314,2928.44116211,1,3413.38549805,0.712527744619841,0.712527744619841,4790.52994613026,0.712527744619841,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1044",1969.2481689453,1185.0792236328,39.0825128926,0.3220778406,109.3123877917,106.87084198,0,7.1920724798,43.92186,22.95877,104.775,1.425,46.78125,24.45,-2.125,12.2479166667,5.0089285714,2567.43725586,1,3369.68359375,0.444197877657377,0.444197877657377,7585.99660926147,0.444197877657377,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"1050",1325.9169921875,1604.8996582031,369.9082926829,4.6652126312,75.8052434457,63.8069458008,0,2.8447120961,41.66667,21.75,94.1,2.3,48.9166666667,22.2,-2.5,10.7,7.892393321,2505.9675293,1,2935.42041016,0.530471654942236,0.530471654942236,5533.60463808315,0.530471654942236,880.012278062807,4103,"BS: Support the Implementation of the National Biosafety Framework "
"1060",2211.5925292969,11276.173828125,3061.5064102564,16.0561580658,1498.2233009709,4.1752257347,2,62.2505491662,-1.25,-78.25,283.5,105,189.2166666667,16.2,14,15.2833333333,0,1059.84619141,1,1146.04846191,0.871181126170602,0.871181126170602,1315.51112332703,0.871181126170602,-1076.7378538297,4070,"The GEF Earth Fund: Greening the Cocoa Industry - Market Transformation"
"1061",3552.3095703125,1793.1737060547,1271.0273722628,6.6447811127,140.2752293578,167.060760498,0,59.0313779432,19,-70.66667,124.15,10.2,52.0791666667,23.3,19.35,21.3666666667,7.2937062937,3243.33886719,1,2309.52441406,0.709296108862971,0.709296108862971,3256.07935134772,0.709296108862971,880.012278062807,4070,"The GEF Earth Fund: Greening the Cocoa Industry - Market Transformation"
"1082",1647.7624511719,2398.154296875,154.9776876268,3.5340447426,171.2022900763,17.3891487122,0,37.3677345823,-38.71122,-73.16101,250.8,27.8,104.9166666667,14.9,6.8,10.7083333333,1.4513618677,3657.80273438,1,4340.46826172,0.858093090133702,0.858093090133702,5058.27201224019,0.858093090133702,-1076.7378538297,3951,"Expanding FSC Certification at Landscape-level through Incorporating Additional Eco-system Services."
"1085",1705.0784912109,6883.5268554688,774.2848399247,11.9781827927,843.7678571429,1.4878486395,0,66.3516011069,-43.61876,-71.80434,224.6,71.55,155.2,7.85,-7.05,1.1041666667,0,2561.35839844,1,3476.46508789,0.897721604692123,0.897721604692123,3872.54252289301,0.897721604692123,-1076.7378538297,3951,"Expanding FSC Certification at Landscape-level through Incorporating Additional Eco-system Services."
"1113",3552.3095703125,1793.1737060547,1271.0273722628,6.6447811127,140.2752293578,167.060760498,0,59.0313779432,19,-70.66667,124.15,10.2,52.0791666667,23.3,19.35,21.3666666667,7.2937062937,3243.33886719,1,2309.52441406,0.709296108862971,0.709296108862971,3256.07935134772,0.709296108862971,880.012278062807,4623,"Support to GEF Eligible Parties (LDCs & SIDs) for the Revision of the NBSAPs and Development of Fifth National Report to the CBD  - Phase II"
"1131",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,1774.54138184,0.23054599228254,0.23054599228254,7697.1252645557,0.23054599228254,880.012278062807,4623,"Support to GEF Eligible Parties (LDCs & SIDs) for the Revision of the NBSAPs and Development of Fifth National Report to the CBD  - Phase II"
