Region,Country,SiteID,NationalName,InternationalName,FinalCode,NationalCode,Area,MinAltitude,MaxAltitude,Latitude,Longitude,SitTypeIba,SitTypeCiCepfKba,SitTypeFwKba,SitTypeAze,SitTypeCsn,SitTypeOther,SitTypeInDanger,MonitoringYear,PressureDesc,PressureScore,StateType,StateDesc,StateScore,ResponseDesc,ResponseScore,EUFavourable,WholeSiteCovered,InfoAccuracy,MonitoringAssessmentComplete,CompletedBy,OverallPressureNotes,OverallStateNotes,OverallResponseNotes,SitIBASitCriSumRecID,IBACriteriaStatus,IBACriteriaAssessYear,IBAProposedCriteria,IBAConfirmedCriteria,SitKBASitCriSumRecID,KBACriteriaStatus,KBACriteriaAssessYear,KBAProposedCriteria,KBAConfirmedCriteria
Australasia,New Zealand,44618,Aramoana Otago Harbour,Aramoana Otago Harbour,NZ084,,840,0,220,-45.787,170.7175,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131026,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28549,Ashburton River,Ashburton River,NZ063,,5450,0,1200,-43.911,171.7393333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127118,confirmed,2014,A4ii,"A1, A4i",0,-,,,
Australasia,New Zealand,44606,Ashley River Rakahuri,Ashley River Rakahuri,NZ058,,5130,0,500,-43.22916667,172.2295,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131014,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,27410,Auckland Islands,Auckland Islands,,,0,0,0,-50.699,166.083,Y,N,N,N,N,N,N,2010,high,-2,unset,not assessed,5,high,3,N,N,-,Y,"-, -",,,,130986,superseded,2014,,,0,-,,,
Australasia,New Zealand,31256,Awarua Point,Awarua Point,NZ079,,239,0,100,-44.25883333,168.0541667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129855,confirmed,2014,,,0,-,,,
Australasia,New Zealand,44597,Awatere River,Awatere River,NZ047,,3267,0,900,-41.65866667,174.077,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131005,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31246,Banks Peninsula,Banks Peninsula,NZ060,,1430,0,189,-43.76366667,173.1303333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129845,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28044,Bay of Plenty Islands,Bay of Plenty Islands,NZ026,,1778,0,355,-37.8555,176.9746667,Y,N,N,N,N,N,N,2014,low,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126276,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,28217,Bluff Harbour Awarua Bay,Bluff Harbour Awarua Bay,NZ098,,8965,0,14,-46.568,168.3305,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126421,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,27409,Bounty Islands,Bounty Islands,NZ133,,58,0,0,-47.75116667,179.0245,Y,N,N,N,N,N,N,2010,low,0,unset,not assessed,5,high,3,N,N,-,Y,"-, -",,,,126099,confirmed,2014,"A1, A4ii",A4iii,0,-,,,
Australasia,New Zealand,27409,Bounty Islands,Bounty Islands,NZ133,,58,0,0,-47.75116667,179.0245,Y,N,N,N,N,N,N,2014,not assessed,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -","The islands are pest and disease-free with access is strictly limited. However, invasion is a threat, particularly from the occasional landing parties.   ",,,126099,confirmed,2014,"A1, A4ii",A4iii,0,-,,,
Australasia,New Zealand,28276,Breaksea Sound,Breaksea Sound,NZ110,,290,0,354,-45.57716667,166.6373333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126271,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,26732,Campbell Islands,Campbell Islands,NZ141,,0,0,558,-52.5505,169.1655,Y,Y,N,Y,N,N,N,2010,low,0,unset,not assessed,5,not assessed,0,N,N,-,Y,"-, -",,,,126061,confirmed,2014,,"A1, A4i, A4ii, A4iii",4585,confirmed,2010,,"Vul, Irr 1"
Australasia,New Zealand,26732,Campbell Islands,Campbell Islands,NZ141,,0,0,558,-52.5505,169.1655,Y,Y,N,Y,N,N,N,2014,not assessed,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",Campbell Islands are pest-free (Norway rats were eradicated in 2003). Entry is restricted to permit only. Vessels anchoring close to islands pose a threat with the possibility of rats swimming ashore.  ,,,126061,confirmed,2014,,"A1, A4i, A4ii, A4iii",4585,confirmed,2010,,"Vul, Irr 1"
Australasia,New Zealand,28554,Cape Kidnappers,Cape Kidnappers,NZ030,,2500,0,298,-39.645,177.0916667,Y,N,N,N,N,N,N,2014,low,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127120,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31255,Cascade,Cascade,NZ077,,279,0,50,-44.00583333,168.4855,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129854,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31250,Catlins Coast,Catlins Coast,NZ096,,1140,0,133,-46.60516667,169.4448333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129849,confirmed,2014,,,0,-,,,
Australasia,New Zealand,28280,Chalky Preservation Inlets,Chalky Preservation Inlets,NZ112,,2071,0,251,-46.05016667,166.5288333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126564,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44632,Charles Sound,Charles Sound,NZ108,,12,0,52,-45.0975,167.1415,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131040,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44600,Clarence Acheron Saxton Rivers,Clarence Acheron Saxton Rivers,NZ050,,7683,0,400,-42.39333333,172.9681667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131008,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,44599,Clarence River mouth,Clarence River mouth,NZ049,,0,0,125,-42.16,173.9098333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131007,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,31224,Curtis & Cheeseman Islands,Curtis & Cheeseman Islands,NZ003,,62,0,137,-30.54283333,-178.5565,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129823,confirmed,2014,"A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44624,Dart Rees Rivers,Dart Rees Rivers,NZ092,,6387,308,500,-44.77383333,168.3253333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131032,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28278,Doubtful Sound,Doubtful Sound,NZ109,,567,0,383,-45.29116667,166.9126667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126561,confirmed,2014,,A1,0,-,,,
Australasia,New Zealand,28152,Duffer's Reef,Duffer's Reef,NZ038,,1,0,5,-40.95466667,174.0408333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126443,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44623,Dunstan Upper Clutha River,Dunstan Upper Clutha River,NZ091,,2236,200,279,-44.93266667,169.258,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131031,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,28279,Dusky Sound Wet Jacket Arm,Dusky Sound Wet Jacket Arm,NZ111,,1520,0,417,-45.75166667,166.5476667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126562,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44630,Eglington River,Eglington River,NZ105,,2455,204,477,-45.05416667,167.9876667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131038,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31273,Enderby Group,Enderby Group,NZ137,,845,0,48,-50.52566667,166.2748333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129872,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44588,Farewell Spit,Farewell Spit,NZ032,,11388,0,51,-40.5595,173.0366667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,130996,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44634,Fife Rock,Fife Rock,NZ115,,1,0,10,-46.79583333,168.3881667,Y,N,N,N,N,N,N,2014,low,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131042,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,27403,Fiordland - West Coast South Island (South) (offshore),Fiordland - West Coast South Island (South) (offshore),NZM016,,957300,0,0,-45,167,Y,N,N,N,N,N,N,2010,high,-2,unset,not assessed,5,low,1,N,N,-,Y,"-, -",,,,126095,proposed,2010,"A1, A4i, A4iii",,0,-,,,
Australasia,New Zealand,31237,Firth of Thames,Firth of Thames,NZ020,,9558,0,3,-37.21283333,175.4283333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129836,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,28073,Forty Fours Motuhara,Forty Fours Motuhara,NZ130,,10,0,100,-43.9625,-175.8345,Y,N,N,N,N,N,N,2014,low,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -","The islands are pest and disease-free and access is strictly limited. However, reinvasion is a constant threat, particularly from any landing parties.  ",,,126491,confirmed,2014,,"A1, A4ii, A4iii",0,-,,,
Australasia,New Zealand,28563,Gannet Island Karewa,Gannet Island Karewa,NZ029,,2,0,13,-37.97233333,174.566,Y,N,N,N,N,N,N,2014,low,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127122,confirmed,2014,,A4ii,0,-,,,
Australasia,New Zealand,44631,George Sound,George Sound,NZ107,,1,0,22,-44.96716667,167.4133333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131039,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,44611,Godley Cass Rivers,Godley Cass Rivers,NZ068,,18335,710,1035,-43.78266667,170.5255,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131019,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44625,Greenstone Caples Rivers,Greenstone Caples Rivers,NZ093,,1474,308,620,-44.93216667,168.3273333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131033,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28238,Heretaniwha Point Waterfall Creek,Heretaniwha Point Waterfall Creek,NZ073,,115,0,80,-43.58766667,169.4565,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126496,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,27412,Hirakimata Kotuku Peninsula,Hirakimata Kotuku Peninsula,NZ017,,1194,0,627,-36.1865,175.4128333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126104,confirmed,2014,,"A1, A4ii",0,-,,,
Australasia,New Zealand,44616,Hope River,Hope River,NZ078,,237,0,100,-44.088,168.3211667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131024,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44613,Hopkins Dobson Rivers,Hopkins Dobson Rivers,NZ070,,9631,530,890,-44.10683333,169.8745,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131021,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28125,Horuhoru Rock,Horuhoru Rock,NZ019,,1,0,22,-36.72333333,175.1703333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126566,confirmed,2014,,A4ii,0,-,,,
Australasia,New Zealand,44620,Hunter River,Hunter River,NZ088,,2759,348,560,-44.27733333,169.458,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131028,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44604,Hurunui River,Hurunui River,NZ055,,9123,0,715,-42.8725,172.7686667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131012,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28237,Jackson Head,Jackson Head,NZ076,,100,0,100,-43.96016667,168.6221667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126419,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44601,Ka Whata Tu o Rakihouia/Kaikoura,Ka Whata Tu o Rakihouia/Kaikoura,NZ051,,30800,0,2596,-42.31033333,173.7185,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131009,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44602,Kahutara River,Kahutara River,NZ052,,702,0,320,-42.434,173.5883333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131010,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44582,Kaipara Harbour,Kaipara Harbour,NZ011,,78200,0,20,-36.38383333,174.2435,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,130990,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44598,Lake Grassmere,Lake Grassmere,NZ048,,1491,0,5,-41.722,174.1608333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131006,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44591,Long Island,Long Island,NZ041,,142,0,152,-41.11216667,174.286,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,130999,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,44619,Lower Clutha River Mata-Au,Lower Clutha River Mata-Au,NZ087,,3155,0,50,-45.8185,169.5273333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131027,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31223,Macauley & Haszard Islands,Macauley & Haszard Islands,NZ002,,318,0,238,-30.229,-178.4351667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129822,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44583,Mahuki Island,Mahuki Island,NZ018,,70,0,105,-36.22866667,175.3023333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,130991,confirmed,2014,A4ii,,0,-,,,
Australasia,New Zealand,31272,Main Auckland Island,Main Auckland Island,NZ138,,46182,0,659,-50.823,166.1481667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129871,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28061,Main Chatham,Main Chatham,NZ125,,3212,0,299,-43.70533333,-176.6343333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126482,confirmed,2014,,"A1, A4i, A4ii",0,-,,,
Australasia,New Zealand,44621,Makarora,Makarora,NZ089,,4080,279,400,-44.27383333,169.1856667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131029,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,44585,Maketu,Maketu,NZ027,,989,0,10,-37.75516667,176.4508333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,130993,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28177,Manawatawhi Three Kings Islands,Manawatawhi Three Kings Islands,NZ004,,485,0,295,-34.15616667,172.1301667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126480,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,28578,Mangawhai,Mangawhai,NZ010,,1001,0,42,-36.087,174.5963333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127140,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,28064,Mangere,Mangere,NZ128,,135,0,286,-44.24,-176.281,Y,N,N,N,N,N,N,2014,not assessed,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -","The islands are pest and disease-free . Access to Mangere Island is strictly limited. Other islands including Little Mangere Tapuaenuku are privately owned and access is limited. Also, all islands are steep to extremely steep and difficult to access.  However, reinvasion is a constant threat, particularly from any vessels anchored close to the islands.  ",,,126495,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44627,Manuherikia,Manuherikia,NZ095,,1406,570,700,-44.85583333,169.9163333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131035,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,44584,Manukau Harbour,Manukau Harbour,NZ021,,37460,0,5,-37.07,174.7225,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,130992,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,28560,Mararoa River,Mararoa River,NZ103,,2675,180,600,-45.54233333,167.8875,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127103,confirmed,2014,,"A1, A4i",0,-,,,
Australasia,New Zealand,31226,Marotere Chickens Islands,Marotere Chickens Islands,NZ006,,485,0,234,-35.88783333,174.7538333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129825,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,31257,Martins Bay,Martins Bay,NZ080,,34,0,30,-44.32966667,167.9975,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129856,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28558,Mataura River,Mataura River,NZ097,,9029,5,500,-45.88066667,168.7996667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127112,confirmed,2014,,"A1, A4i",0,-,,,
Australasia,New Zealand,44622,Matukituki River,Matukituki River,NZ090,,6015,279,440,-44.481,168.8196667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131030,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28076,Mercury Islands,Mercury Islands,NZ024,,391,0,150,-36.64116667,175.8876667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126427,confirmed,2014,A4i,"A1, A4ii, A4iii",0,-,,,
Australasia,New Zealand,31222,Meyer & Herald Islands,Meyer & Herald Islands,NZ001,,52,0,123,-29.24616667,-177.866,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129821,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,31258,Milford Sound Piopiotahi,Milford Sound Piopiotahi,NZ106,,65,0,60,-44.62316667,167.912,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129857,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,44617,Moeraki Katiki Point,Moeraki Katiki Point,NZ083,,38,0,45,-45.39216667,170.8666667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131025,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31229,Mokohinau Islands,Mokohinau Islands,NZ008,,165,0,136,-35.90666667,175.1146667,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129828,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44593,Motueka River,Motueka River,NZ043,,898,0,180,-41.38716667,172.8155,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131001,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,28078,Motukawao,Motukawao,NZ022,,18,0,71,-36.6795,175.394,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126279,confirmed,2014,,A4ii,0,-,,,
Australasia,New Zealand,28058,Motunau,Motunau,NZ056,,4,0,29,-43.0615,173.0768333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126269,confirmed,2014,,A4iii,0,-,,,
Australasia,New Zealand,28234,Muriwai,Muriwai,NZ013,,8,0,45,-36.83333333,174.4248333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126418,confirmed,2014,,A4ii,0,-,,,
Australasia,New Zealand,44626,Nevis Shotover Rivers,Nevis Shotover Rivers,NZ094,,685,650,700,-45.17433333,168.9961667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131034,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31236,North Auckland Seabird Flyway,North Auckland Seabird Flyway,NZ016,,28900,0,0,-36.44533333,174.4556667,Y,N,N,N,N,N,N,2014,low,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129835,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31264,North Coast Rakiura,North Coast Rakiura,NZ119,,655,0,44,-46.6835,167.8691667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129863,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,27404,North Eastern North Island (offshore),North Eastern North Island (offshore),NZM002,,7304000,0,0,-35,175,Y,N,N,N,N,N,N,2010,high,-2,unset,not assessed,5,low,1,N,Y,-,Y,"-, -",,,,126094,proposed,2010,"A1, A4ii",,0,-,,,
Australasia,New Zealand,31247,North Otago,North Otago,NZ082,,216,0,40,-45.122,170.9798333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,129846,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28289,Northern Titi Muttonbird Islands,Northern Titi Muttonbird Islands,NZ118,,474,0,63,-46.90783333,168.2393333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126560,confirmed,2014,"A1, A4ii, A4iii",,0,-,,,
Australasia,New Zealand,44614,Ohau Pukaki Tekapo Rivers,Ohau Pukaki Tekapo Rivers,NZ071,,9810,370,670,-44.31333333,170.2316667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131022,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,44628,Omaui Island Oreti Estuary,Omaui Island Oreti Estuary,NZ099,,4450,0,11,-46.515,168.2195,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,131036,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,28261,Open Bay Islands,Open Bay Islands,NZ075,,44,0,30,-43.86066667,168.8845,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126478,confirmed,2014,,"A1, A4ii",0,-,,,
Australasia,New Zealand,28550,Opihi River,Opihi River,NZ066,,2758,0,500,-44.192,171.0431667,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127133,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28552,Orari River,Orari River,NZ065,,1900,0,280,-44.12966667,171.3068333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127116,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28555,Oreti River,Oreti River,NZ100,,7640,60,460,-45.71666667,168.4308333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127115,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28189,Otago Peninsula,Otago Peninsula,NZ086,,971,0,200,-45.87666667,170.7323333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126470,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28579,Pakiri Beach,Pakiri Beach,NZ015,,85,0,5,-36.24133333,174.7213333,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127141,confirmed,2014,A1,,0,-,,,
Australasia,New Zealand,28581,Papakanui Spit,Papakanui Spit,NZ012,,1800,0,20,-36.432,174.201,Y,N,N,N,N,N,N,2014,high,-2,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,127143,confirmed,2014,"A1, A4ii",,0,-,,,
Australasia,New Zealand,28285,Paterson Inlet The Neck,Paterson Inlet The Neck,NZ120,,385,0,72,-46.95383333,168.1298333,Y,N,N,N,N,N,N,2014,medium,-1,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,126556,confirmed,2014,A1,,0,-,,,
