"AidData Project ID","round","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001152895","Land Degradation","3383","IFAD","IFAD","","AFR","","Niger","","NE","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","329964","","","-15-","LD-2;",";16;","","","","","150000","150000","","","","","","","4200000","","4200000","0","","","13452000","","11878000","6-Nov-07","19-Dec-07","","14-Jun-07","14-Jun-07","","4-Sep-09","","","","","","","","29-Sep-09","30-Jun-09","","30-Mar-10","6-Oct-11","31-Dec-16","","","","","","","","30-Jun-09","","30-Aug-12","","AFR,"
"906001152897","Land Degradation","3369","World Bank","World Bank","","AFR","","Ghana","","GH","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment, Science, and Technology (MEST)","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","270938","","98538","","","","","","","","250000","250000","","","","","","","7150000","","7150000","0","","","40000000","","129200000","6-Nov-07","16-Jan-08","","14-Jun-07","14-Jun-07","","11-Jun-10","","","","","","","","","","","30-Nov-10","9-Mar-10","15-Feb-16","","","","","","","","","","31-Dec-13","","AFR,"
"906001152899","Land Degradation","2403","UNDP","UNDP","","AFR","","Mauritius","","MU","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Forestry Servcie, Minsitry of Agriculture, Food Technology and Natural Resources, GoM","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3092","","-15-","","","","","","","25000","","25000","","","","","","0","","","","","","164000","","","7-Nov-03","","","","","","","","","","","","","","19-Jun-06","","","","","","","","","","","","","","19-Jun-06","","","SIDS,"
"906001152901","Land Degradation","2440","UNDP","UNDP","","LAC","","Nicaragua","","NI","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment and Natural Resources (MARENA); IFAD; FAO","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3008","","-15-","","","","","","","340700","","","340700","","","","","3000000","","3000000","300663","","","17494639","","17494639","30-Jan-04","","1-Jul-05","13-Sep-05","13-Sep-05","","3-Nov-05","","","","","","","","1-Dec-05","","","","1-Dec-05","31-Dec-11","1-Sep-12","","","31-Dec-12","","","","","1-Dec-05","","","LAC,"
"906001152903","Land Degradation","5824","UNEP","UNEP","","CEX","AFR, Asia, LAC","Global","China, Ethiopia, Indonesia, Kenya, Peru, Vietnam","1W, ET, CN, ID, KE, PE, VN","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Starfish Initiatives","Others","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","329964","","","","","","LD-1; LD-4; ","","","","0","","","","","","","","1826484","1826484","","173516","173516","","1257800","1257800","","30-Apr-14","","","","22-May-14","22-May-14","","","","","","","","","","","","","","","","","","","","","","","","","","AFR, Asia, LAC, CEX,"
"906001152905","Land Degradation","3379","IFAD","IFAD","","AFR","","Mauritania","","MR","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Ministry of Environment, MAED","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","239109","","","-15-","","","","","","","160000","160000","","","","","","","4190000","","4190000","0","","","19282600","","15568200","6-Nov-07","17-Dec-07","15-Jun-07","15-Jun-07","15-Jun-07","","12-May-09","","","","","","","","","30-Nov-09","","28-Feb-10","7-Apr-11","5-Apr-14","5-Apr-14","","","","","","","30-Nov-09","","30-Jan-12","1-Jan-13","AFR,"
"906001152907","Land Degradation","2504","ADB","ADB","","ECA","","Regional","Kyrgyz Republic, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","00, KZ, KG, TM, UZ, TJ","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Minister of Ecology and Emergency SituationsKyrgyz Republic; Central Asian Research Hydrometeorological InstituteRepublic of Uzbekistan, ADB, FAO, IFAD, UNDP, UNEP","Government","PAS","Parent","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-","","","","","","","700000","","","700000","","","","","174641","","174641","1863000","","","0","","0","7-Apr-04","","2-Aug-06","28-Aug-06","28-Aug-06","","","","","","","","","","","","","","","","30-Nov-07","","","","","","","","","","","ECA, REG,"
"906001152909","Land Degradation","2505","UNEP/UNDP","UNEP","UNDP","LAC","","Regional","Argentina, Bolivia, Paraguay","00, AR, BO, PY","Multi Focal Area","M","M;B;C;L;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Environmental & Sustainable Development Secretariat (MoH-Argentina); General Directorate for Land & Basins Classification (MoE-Boliva); Envrionmental Secretariat (MoE-Paraguay); TBA-Regional Agency","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","349464","4030","","","CC-6;",";14;","","","","","500000","","","500000","","","","","6863636","","6909091","736364","","740909","18600000","","18370852","8-Apr-04","22-Feb-08","1-Apr-08","24-Apr-08","24-Apr-08","","29-Sep-09","","","","","","","","","","","31-Jan-10","1-Sep-10","31-Jul-15","","","","","","","","","","31-Jul-12","","LAC, REG,"
"906001152911","Land Degradation","2509","UNDP","UNDP","","Asia","","Pakistan","","PK","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment","Government","PH","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","3129","","-15-","","","","","","","340000","","","340000","","","","","2000000","","2000000","210600","","","2600000","","2600000","8-Apr-04","","1-May-06","9-Jun-06","9-Jun-06","","28-Aug-07","","","","","","","","22-Jan-08","","","","22-Jan-08","30-Jun-12","30-Jun-11","","","31-Dec-12","","","","","","","","Asia,"
"906001152913","Land Degradation","3385","World Bank","World Bank","","AFR","","Senegal","","SN","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Association S�n�galaise pour la Promotion du D�veloppement � la Base (ASPRODEB), Agence National de Conseil Agricoleet Rural (ANCAR), Institut Senegalais de Recherche Agricole (ISRA) ","Multilateral","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","298074","","108144","-15-","LD-1;",";15;","","","","","0","","","","","","","","4800000","","4800000","0","","","46400000","","46400000","6-Nov-07","28-Jan-08","30-Jun-07","14-Jun-07","14-Jun-07","","16-Jun-09","","","","","","","","","","","16-Jul-09","5-Mar-10","30-Jun-12","31-Dec-12","","","","","","","","","31-Dec-11","10-Apr-12","AFR,"
"906001152915","Land Degradation","3456","UNDP","UNDP","","LAC","","Dominican Republic","","DO","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","SEMARN-SWS","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3411","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","12-Sep-07","","","","","","","","","","","","","","24-Jan-06","","","","24-Jan-06","","","","","","","","","","","","","SIDS,"
"906001152917","Land Degradation","2517","IADB","IADB","","LAC","","Regional","Costa Rica, Panama","00, CR, PA","Multi Focal Area","M","M;B;L;I;","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","MINAE, ANAM","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-12-SPA-","","","","","","","500000","","","500000","","","","","3500000","","3500000","360000","","","15875000","","18622000","9-Apr-04","","12-Jun-06","1-Aug-06","1-Aug-06","","2-Aug-07","","","","","","","","12-Sep-07","","","","9-Jan-08","10-Jan-14","9-Jan-14","","","1-May-14","","","","","","31-Dec-12","1-Jun-12","LAC, REG,"
"906001152919","Land Degradation","2549","World Bank","World Bank","","AFR","","Cameroon","","CM","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Economic Affairs, Programming and Regional Development (GoC)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","89289","-15-","","","","","","","350000","","","350000","","","","","6000000","","6000000","571500","","","92000000","","92000000","8-Feb-05","","1-Nov-05","10-Nov-05","10-Nov-05","","26-Apr-06","","","","","","","","6-Jun-06","","","","1-Dec-06","1-Mar-12","1-Mar-12","","","","","","","","","31-Dec-09","","AFR,"
"906001152921","Land Degradation","3233","ADB","ADB","","ECA","","Kyrgyz Republic","","KG","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Water Resources and Processing Industry (MAWRPI)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-","","","","","","","0","","","","","","","","2500000","","2500000","0","","","29534000","","28734000","15-Nov-07","","","28-Aug-06","28-Aug-06","","15-May-08","","","","","","","","29-Jan-07","","","","","","27-Jan-09","","","","","","","","","","","ECA,"
"906001152923","Land Degradation","2631","IFAD","IFAD","","Asia","","Jordan","","JO","Multi Focal Area","M","M;L;I;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","MOPIC, MOE, MOA, MWI","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","","","","-9-","LD-2;IW-4;",";16;21;","","","","","350000","","","350000","","","","0","6445000","","6445000","644500","","676000","23139000","","22804000","6-Oct-04","22-Jan-08","1-Apr-08","24-Apr-08","24-Apr-08","","19-Aug-08","","","","","","","","30-Sep-08","","","","6-May-10","31-Dec-15","","","","31-Dec-05","","","","","","1-Oct-13","1-Sep-13","ECA,"
"906001152925","Land Degradation","5481","FAO","FAO","","AFR","","Morocco","","MA","Multi Focal Area","M","M;B;L;","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","National Institute for Agricultural Research INRA","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","298074","","","","","","BD-2; LD-1; LD-3; ","","","","50000","50000","","","","","4750","","771918","771918","","73332","73332","","7850000","7850000","","10-Jul-13","9-Jan-14","","","9-Jan-14","11-Mar-15","","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001152927","Land Degradation","3669","World Bank","World Bank","","AFR","","Tunisia","","TN","Multi Focal Area","M","M;C;L;I;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture and Water Resources (MARH), National Sewerage and Sanitation Agency (ONAS), General Directorate of Rural Engineering (DGGRE) and General Directorate of Environment and Quality of Life (DGEQV)","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ivan Zavadsky","226576","","","-SPA-9-15-","","","","","","","0","","","","","","","","9726000","","9726000","518100","","518100","75700000","","57900000","26-Feb-08","21-Jul-08","1-Sep-08","23-Sep-08","23-Sep-08","","11-May-10","","","","","","","","","","","30-Sep-10","7-Oct-10","31-Dec-15","","","","","","","","","","31-Dec-12","","AFR,"
"906001152929","Land Degradation","2726","UNDP","UNDP","","ECA","","Bulgaria","","BG","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment and Water","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3189","","-15-","","","","","","","0","","","","","","","","978102","","","146000","","","12207400","","","22-Feb-05","","","","24-Mar-05","24-Mar-05","","","","","","","","","22-Jun-05","","","","22-Jun-05","1-May-08","31-May-08","","","","","","","","25-May-05","","","ECA,"
"906001152931","Land Degradation","3450","FAO","FAO","","Asia","","Iran","","IR","Multi Focal Area","M","M;B;L;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Forest, Rangeland and Watershed Management Organization (FRWO) and Agriculture and Natural Resource Research Centers (of the Iranian Government)","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Aziza Akhatova","349360","","","-1-","LD-2;LD-1;BD-4;",";16;15;4;","","","","","200000","200000","","","","","20000","","2668300","","2668300","266830","","266830","4600000","","8338835","11-Sep-07","10-Oct-07","1-Nov-07","16-Nov-07","16-Nov-07","","29-Mar-11","","","","","","","","20-Apr-11","","","29-Apr-11","1-Jul-11","30-Jun-16","","","","","","","","","","30-Jun-13","","ECA,"
"906001152933","Land Degradation","2739","UNDP","UNDP","","ECA","","Latvia","","LV","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3331","","-15-","","","","","","","0","","","","","","","","722516","","","146000","","","17582293","","","17-Mar-05","","","","15-Jun-05","15-Jun-05","","","","","","","","","1-Sep-05","","","","1-Sep-05","3-Nov-08","11-Mar-08","","","","","","","","9-Dec-05","","","ECA,"
"906001152935","Land Degradation","3232","ADB","ADB","","ECA","","Uzbekistan","","UZ","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture and Water Resources (MAWR)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","","-15-","","","","","","","0","","","","","","","","3000000","","3000000","0","","","77180000","","77180000","13-Apr-07","","","28-Aug-06","28-Aug-06","","16-Jul-07","","","","","","","","24-Jul-06","","","","21-Aug-08","31-Dec-14","","","","","","","","","","11-May-11","","ECA,"
"906001152937","Land Degradation","2743","UNDP","UNDP","","ECA","","Kyrgyz Republic","","KG","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Water Resources and Processing Industries (MAWRPI)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3220","","-15-","LD-3;",";17;","","","","","25000","","25000","","","","","","950000","950000","","0","0","","989216","989216","","23-Mar-05","","","","24-Sep-07","24-Sep-07","","","","","","","","","3-Dec-07","","","","3-Dec-07","30-Nov-12","1-Mar-13","","","31-Dec-13","","","","","","","","ECA,"
"906001152939","Land Degradation","2751","IFAD","IFAD","","Asia","","Regional","Brunei, Indonesia, Malaysia, Philippines, Singapore, Thailand, Vietnam","00, ID, MY, PH, TH, VN, SG, BN","Multi Focal Area","M","M;B;C;L;","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","ASEAN Secretariat & Global Environment Centre","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","","","BD-2;LD-3;CC-6;",";2;17;14;","","","","","340000","","","340000","","","","","4513144","","4299164","485314","","460516","12577167","","10799210","13-Apr-05","3-Oct-07","1-Nov-07","16-Nov-07","16-Nov-07","","8-Aug-08","","","","","","","","13-Aug-08","","","","1-May-10","1-Dec-14","","","","1-Dec-12","","","","","","31-Dec-11","","Asia, REG,"
"906001152941","Land Degradation","5677","FAO","FAO","","Asia","","Sri Lanka","","LK","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-1; LD-3; ","","","","80000","80000","","","","","7600","","1344657","1344657","","127742","127742","","6531769","9860000","","13-Jan-14","28-Jan-14","","","28-Jan-14","1-Apr-15","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001152943","Land Degradation","5767","UNDP","UNDP","","Asia","","Philippines","","PH","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Department of Agriculture � Bureau of Soils and Water Management ","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","5365","","","","","LD-1; LD-3; ","","","","30000","30000","","","","","2850","","870900","870900","","82735","82735","","4159240","5803154","","12-Mar-14","9-May-14","","","9-May-14","18-Jun-15","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001152945","Land Degradation","3367","IFAD","IFAD","","AFR","","Ethiopia","","ET","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Amhara National Regional State (ANRS), Environmental Protection, Land Administration & Use Authority (EPLAUA), Ministry of Agriculture and Rural Development (MOARD)","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","","","","-15-","LD-2;",";16;","","","","","350000","","","350000","","","","","4400000","","4400000","0","","","21300000","","21024500","8-Apr-04","17-Dec-07","","14-Jul-07","14-Jul-07","","25-Mar-09","","","","","","","","","","","30-Apr-10","8-Jun-11","30-Sep-17","","","","","","","","","","30-Oct-13","","AFR,"
"906001152947","Land Degradation","3239","UNDP","UNDP","","ECA","","Turkmenistan","","TM","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Nature Protection of Turkmenistan and UNDP/GEF/GTZ","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3188","","-15-","LD-3;",";17;","","","","","25000","0","25000","","","","","","975000","975000","","0","0","","1074000","1074000","","3-Jul-07","","","","27-Aug-07","27-Aug-07","","","","","","","","","","","","","3-Jul-07","","30-Nov-10","","","","","","","","","","","ECA,"
"906001152949","Land Degradation","5797","FAO","FAO","","CEX","","Global","","1W","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","CIFOR","Others","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-2; LD-2; ","","","","0","","","","","","","","2000000","2000000","","190000","190000","","4545852","4545852","","14-Apr-14","","","","8-May-14","8-May-14","","","","","","","","","","","","","","","","","","","","","","","","","","CEX,"
"906001152951","Land Degradation","2889","World Bank","World Bank","","AFR","","Mozambique","","MZ","Multi Focal Area","M","M;C;L;","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Government of Mozambique - Ministry of Agriculture and / or Ministry of Planning and Development","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","98040","-15-SPA-","","","","","","","350000","","","350000","","","","","6200000","","6200000","655000","","","21000000","","21200000","7-Sep-05","","12-Jun-06","1-Aug-06","1-Aug-06","","30-Jul-07","","","","","","","","28-Aug-07","","","","21-Sep-07","30-Sep-13","30-Sep-13","","","","","","","","","31-Dec-10","","AFR,"
"906001152953","Land Degradation","3822","UNEP","UNEP","","AFR","AFR, LAC","Regional","Central African Republic, Congo, Cameroon, Gabon, Equatorial Guinea, Congo DR","00, CF, CG, GQ, GA, CM, ZR","Multi Focal Area","M","M;B;C;L;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","World resources institute (wri), Ministry of Tourism and Environment - Congo, Ministry of Water, Forestry, Hunting, Fishery and Environment- Central African Republic, Ministry of Fisheries and the Environment -Equatorial Guinea , Ministry of Environment-Eaux et Forets, Comifac  and other partners","NGO","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","298074","","","","BD-4;BD-5;",";4;5;","","","","","100000","100000","","","","","10000","","3075681","","3075681","307568","","307568","6280000","","13843067","","24-Apr-09","30-Jun-10","8-Jun-10","8-Jun-10","","26-Jul-11","","","","","","","","11-Sep-11","","","30-Sep-11","19-Sep-11","1-Aug-15","","","","","","","","","","30-Nov-13","","AFR, REG,"
"906001152955","Land Degradation","2975","World Bank","World Bank","","Asia","","Philippines","","PH","Multi Focal Area","M","M;B;L;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Department of Agriculture","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Nicole Glineur","329964","","96836","-15-","BD-1;BD-2;LD-2;LD-3;",";1;2;16;17;","","","","","135000","135000","","","","","","","6486363","","6351000","662136","","648600","123828000","","10247000","14-Oct-05","15-Feb-08","1-Apr-08","24-Apr-08","24-Apr-08","","9-Sep-09","","","","","","","","","","","1-Sep-09","16-Oct-09","31-Dec-14","","","","","","","","","","31-Dec-11","","Asia,"
"906001152957","Land Degradation","5691","UNEP","UNEP","","AFR","","Tanzania","","TZ","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Vice President's Office, Ministry of Agriculture","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","441409","","","","","","LD-1; LD-3; ","","","","70000","70000","","","","","6650","","1298980","1298980","","123403","123403","","5250000","4450000","","27-Jan-14","10-Mar-14","","","10-Mar-14","23-May-16","","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001152959","Land Degradation","3028","UNDP","UNDP","","Asia","","Lebanon","","LB","Land Degradation","L","L","GEF - 4","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment of the Government of Lebanon","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","","3371","","-15-","LD-3;",";17;","","","","","0","","","","","","","","980000","","","98000","","","1275000","","","7-Dec-05","5-Oct-07","","","5-Oct-07","2-Apr-08","","","","","","","","","","","","","16-Dec-08","30-Dec-12","","","","","","","","","","31-Dec-12","","ECA,"
"906001152961","Land Degradation","5775","UNEP","UNEP","","CEX","AFR, Asia","Global","Ethiopia, Indonesia, India, Kenya, Niger","1W, IN,ID,ET,KE,NE","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","World Resources Institute","Foundation","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","381992","","","","","","LD-3; ","","","","100000","100000","","","","","9500","","1900000","1900000","","180500","180500","","9300000","6250000","","14-Mar-14","8-May-14","","","8-May-14","31-Aug-15","","","","","","","","","","","","","","","","","","","","","","","","","","AFR, Asia, CEX,"
"906001152963","Land Degradation","5750","UNEP","UNEP","","CEX","","Global","","1W","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Rainforest Alliance","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","","","","","","","LD-1; LD-1; LD-1; LD-3; LD-3; LD-4; ","","","","0","","","","","","","","1999601","1999601","","189962","189962","","12140000","12140000","","11-Mar-14","","","","13-Mar-14","13-Mar-14","","","","","","","","","","","","","","","","","","","","","","","","","","CEX,"
"906001152965","Land Degradation","3316","UNDP","UNDP","","LAC","","Haiti","","HT","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment in close collaboration with the Ministry of Agriculture","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3414","","-15-","","","","","","","0","","","","","","","","0","","","","","","175000","","","27-Feb-07","","","","","","","","","","","","","","17-Dec-07","","","","17-Dec-07","1-Jul-11","1-Dec-11","","","","","","","","","","","SIDS,"
"906001152967","Land Degradation","3176","UNDP","UNDP","","Asia","","Timor Leste","","TP","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","NDCF","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3405","","-15-","","","","","","","0","","","","","","","","0","","","","","","98750","","","28-Apr-06","","","","","","","","","","","","","","20-Feb-07","","","","20-Feb-07","","","","","","","","","","","","","SIDS,"
