GEF_ID,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code ,List of project's focal areas,Title,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Final Grant,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList
5466,UNIDO,UNIDO,,AFR,,Gambia,,GM,Climate Change,C,C,Reducing Greenhouse Gases and ODS Emissions through Technology Transfer in the Industrial Refrigeration and Air Conditioning Sector,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,"NEA, GTTI",Government,,,0,0,0,0,0,0,0,0,0,0,David Elrie Rodgers,379637,,,,,,CCM-1; CCM-1; ,,,,0,,,,,,,,495000,495000,,495000,47025,47025,,2475000,2475000,,24-Jun-13,,,,8-Nov-13,8-Nov-13,,,,,,,,,,,,,13-Feb-14,13-Feb-17,,,,,,,,,,,,"AFR,"
4142,UNDP,UNDP,,ECA,,Turkey,,TR,Climate Change,C,C,Enabling Activities for the Preparation of Turkey's Second National Communication to the UNFCCC,GEF - 4,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,Ministry of Environment and Forestry,Government,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,66050,4317,,,,,,,,,0,,,,,,,,500000,500000,,500000,50000,50000,,1100000,1100000,,5-Oct-09,2-Feb-10,,,2-Feb-10,6-May-10,,,,,,,,,31-May-10,,,31-May-10,,30-Nov-11,,,,,,,,,,,,"ECA,"
4564,World Bank,World Bank,,CEX,,Global,,1W,International Waters,I,I,Results Assessment of Black Sea/Danube Investment Fund for Nutrient Reduction,GEF - 5,MSP,Medium Size Project,Dropped,GET,GEF Trust Fund,International Commission for the Protection of the Danube River (ICPDR),Multilateral,,,0,0,0,0,0,0,0,0,0,0,Ivan Zavadsky,296630,,,,,,,,,,0,,,,,,,,500000,500000,,500000,,,,600000,600000,,22-Jun-11,,,,,,,28-Jun-11,,,,,,,,,,,,,,,,,,,,,,,,"CEX,"
4713,UNDP,UNDP,,ECA,,Serbia,,YF,Climate Change,C,C,Second National Communication to the UNFCCC,GEF - 5,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,"Ministries of Environment, Mining and Spatial Planning ",Government,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,368377,4891,,,,,,,,,0,,,,,,,,500000,500000,,500000,50000,50000,,77149,77149,,4-Nov-11,,,,29-Nov-11,29-Nov-11,,,,,,,,,20-Jun-12,,,,,,,,,,,,,,,,,"ECA,"
5130,UNDP,UNDP,,Asia,,Kiribati,,KI,Multi Focal Area,M,M,Integrating Global Environmental Priorities into National Policies and Programmes,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,"Environment and Conservation Division (ECD), Ministry of Environment, Land, and Agricultural Development (MELAD)",Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,349360,4936,,,,,CD-2; CD-5; ,,,,24000,24000,,,,,2280,,500000,500000,,500000,47500,47500,,530000,530000,,10-Sep-12,8-Apr-13,,,8-Apr-13,18-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
5164,UNDP,UNDP,,Asia,,Samoa,,WS,Multi Focal Area,M,M,Capacity for Implementing Rio Conventions in Samoa,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Ministry of Natural resources and Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,226576,4938,,,,,CD-2; CD-2; CD-3; ,,,,25000,25000,,,,,2375,,500000,500000,,500000,47500,47500,,500000,500000,,25-Sep-12,11-Apr-13,,,11-Apr-13,8-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
5178,UNDP,UNDP,,Asia,,Papua New Guinea,,PG,Multi Focal Area,M,M,"Strengthening Capacities to Measure, Report and Verify Indicators of Global Environment Benefits",GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,1. Department of Environment and   Conservation (DEC); and    2. Department of National Planning and Monitoring (DNPM)  ,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,,4930,,,,,CD-2; CD-5; ,,,,25000,25000,,,,,2375,,500000,500000,,500000,47500,47500,,500000,650000,,10-Oct-12,14-Mar-13,,,14-Mar-13,18-Apr-14,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
5182,UNIDO,UNIDO,,Asia,,Myanmar,,MM,POPs,P,P,Enabling Activities to Facilitate early Action on the Implementation of the Stockholm Convention on Persistent Organic Pollutants (POPs) in Myanmar,GEF - 5,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Ministry of Environmental Conservation and Forestry,Government,,,0,0,0,0,0,0,0,0,0,0,Jie Pan,306803,,,,,,,;6;,,,0,,,,,,,,500000,500000,,500000,47500,47500,,500000,500000,,16-Oct-12,,,,12-Feb-13,12-Feb-13,,,,,,,,,11-Apr-13,,,,,,,,,,,,,,,,,"Asia,"
5306,UNDP,UNDP,,LAC,,Nicaragua,,NI,Climate Change,C,C,Third National Communication,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Natural Resources,Government,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,368377,5128,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,44000,44000,,15-Feb-13,,,,15-Aug-13,15-Aug-13,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
5399,UNDP,UNDP,,ECA,,Kazakhstan,,KZ,Multi Focal Area,M,M,Improvement of the Decision-making Process through Introduction of Mechanisms of Economic Assessment of Fulfilling National Obligations under Global Environmental Agreements,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Ministry of Environment Protection of the Republic of Kazakhstan,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,226576,5248,,,,,CD-2; ,,,,25000,25000,,,,,2375,,500000,500000,,500000,47500,47500,,650000,650000,,9-Apr-13,10-Jun-13,,,10-Jun-13,2-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
5443,UNDP,UNDP,,AFR,,Mali,,ML,Climate Change,C,C,Third National Communication to the UNFCCC,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of the Environment and of the Sanitation,Government,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,368377,5205,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,77149,77149,,28-May-13,,,,15-Aug-13,15-Aug-13,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
5519,UNDP,UNDP,,AFR,,South Sudan,,SS,Climate Change,C,C,Initial National Communication to the UNFCCC,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Sustainable Development,Government,,,0,1,0,0,0,0,0,0,0,0,Rawleston Moore,368377,5289,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,100000,100000,,9-Aug-13,,,,10-Oct-13,10-Oct-13,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
5645,UNDP,UNDP,,ECA,,Bosnia-Herzegovina,,BA,Climate Change,C,C,Third National Communication (TNC) ,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,"Ministry of Spatial Planning, Civil Engineering and Ecology of Republic of Srpska (RS)",Government,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,368377,5251,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,131000,131000,,2-Dec-13,,,,5-Mar-14,5-Mar-14,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
5870,UNIDO,UNIDO,,Asia,,Vietnam,,VN,POPs,P,P,Minamata Convention Initial Assessment in Vietnam,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Vietnam Chemicals Agency (Vinachemia),GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,464264,,,,,,,;21;,,,0,,,,,,,,500000,500000,,500000,47500,47500,,47000,47000,,3-Jun-14,,,,9-Jun-14,9-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
6985,UNIDO,UNIDO,,AFR,,Mozambique,,MZ,Chemicals and Waste,W,W,National Action Plan on Mercury in the Mozambican Artisanal and Small-Scale Gold Mining sector,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,- Ministry of Mineral Resources (MIREM);  - Ministry for Coordination of Environmental Affairs (MICOA)  - Ministry of Health (MISAU)  - World Health Organization (WHO).    ,Government,,,0,0,0,0,0,0,0,0,0,0,Anil Sookdeo,400978,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,84000,84000,,29-Sep-14,,,,17-Apr-15,17-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9164,UNIDO,UNIDO,,AFR,,Gabon,,GA,Chemicals and Waste,W,W,National Action Plan on Mercury in the Artisanal and Small-Scale Gold Mining sector in Gabon,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,"Centre National Antipollution (CNAP) under the Ministry of Forest, Environment and Protection of Natural Resources (MFEPNR);  Artisinal Gold Council (AGC)  ",GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,425624,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,161000,161000,,22-Jun-15,,,,2-Jul-15,2-Jul-15,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9169,UNDP,UNDP,,Asia,,Sri Lanka,,LK,Climate Change,C,C,Preparation of Sri Lanka’s Third National Communication (TNC) to the UNFCCC,GEF - 6,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,"Climate Change Seecretariat, Ministry of Environment",Government,,,0,0,0,0,0,0,0,0,0,0,Ogawa Masako,313928,5206,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,187000,187000,,24-Jun-15,,,,27-Jul-15,27-Jul-15,,,,,,,,,27-Jul-15,,,,,,,,,,,,,,,,,"Asia,"
9187,UNEP,UNEP,,Asia,,Regional,"Cook Islands, Kiribati, Palau, Tonga, Vanuatu","00, CK, KI, PU, TO, VU",Chemicals and Waste,W,W,Development of Minamata Convention Mercury Initial Assessment in Pacific,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,The Secretariat of the Pacific Regional Environment Programme (SPREP),GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Ogawa Masako,379637,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,20000,20000,,16-Jul-15,,,,9-Mar-16,9-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS, REG,"
9327,UNEP,UNEP,,AFR,,Mauritania,,MR,Climate Change,C,C,Enabling preparation of  Mauritania's Fourth National Communication (NC4) to the UNFCCC,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,National Programme on Climate Change Coordinating Unit (CCPNCC),GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,382679,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,60000,60000,,15-Oct-15,,,,4-Dec-15,4-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9344,UNIDO,UNIDO,,ECA,,Turkey,,TR,Chemicals and Waste,W,W,Minamata Convention: Initial Assessment in Turkey,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,The Ministry of Environment and Urbanization (MoEU); ,Government,,,0,0,0,0,0,0,0,0,0,0,Lulwa Ali,379637,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,29000,29000,,24-Nov-15,,,,8-Apr-16,8-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
9350,UNEP,UNEP,,LAC,,Paraguay,,PY,Chemicals and Waste,W,W,Development of National Action Plans for Artisanal and Small Scale Gold Mining in Paraguay,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment ,Government,,,0,0,0,0,0,0,0,0,0,0,Evelyn Swain,,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,,,,8-Dec-15,,,,3-Feb-16,3-Feb-16,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
9358,UNIDO,UNIDO,,AFR,,Nigeria,,NG,Chemicals and Waste,W,W,National Action Plan on Mercury in the Nigerian Artisanal and Small-Scale Gold Mining sector,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,"- The Federal Ministry of Environment (FMENv), Department of Pollution Control and Environmental Health (PCEH)  - Ministry of Mines and Steel Development (MMSD), Department of Artisanal and Small-scale Mining  - World Health Organization (WHO)  ",GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Ogawa Masako,,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,373000,373000,,29-Dec-15,,,,18-Feb-16,18-Feb-16,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9418,UNDP,UNDP,,AFR,,Namibia,,NA,Climate Change,C,C,Namibia’s Fourth National Communication to the UNFCCC,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Tourism,GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,,5825,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,50000,50000,,4-Mar-16,,,,22-Mar-16,22-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9447,UNDP,UNDP,,ECA,,Montenegro,,ME,Climate Change,C,C,Development of Montenegro’s Third National Communication to the UNFCCC,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,The Ministry of Sustainable Development and Tourism ,Government,,,0,0,0,0,0,0,0,0,0,0,Milena Vasquez,313928,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,80000,80000,,17-Mar-16,,,,18-Mar-16,18-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
9456,UNEP,UNEP,,AFR,,Tanzania,,TZ,Chemicals and Waste,W,W,Development of National Action Plans for Artisanal and Small Scale Gold Mining in the United Republic of Tanzania,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,"Vice President’s Office, Division of Environment, URT",Government,,,0,0,0,0,0,0,0,0,0,0,Dustin Schinn,,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,,,,21-Mar-16,,,,16-Jun-16,16-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9457,UNEP,UNEP,,AFR,,Madagascar,,MG,Chemicals and Waste,W,W,Development of National Action Plan for Artisanal and Small Scale Gold Mining in Madagascar,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,"Ministry of Environment, Ecology, Sea and Forests of the Republic of Madagascar",Government,,,0,0,0,0,0,0,0,0,0,0,Ogawa Masako,,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,,,,22-Mar-16,,,,30-Mar-16,30-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9475,UNIDO,UNIDO,,LAC,,Peru,,PE,Chemicals and Waste,W,W,National Action Plan on Mercury in the Artisanal and Small-Scale Gold Mining Sector in Peru,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Artisanal Gold Council (AGC),Government,,,0,0,0,0,0,0,0,0,0,0,Evelyn Swain,,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,217000,217000,,18-Apr-16,,,,3-May-16,3-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
9478,UNIDO,UNIDO,,AFR,,Ghana,,GH,Chemicals and Waste,W,W,National Action Plan on Mercury in the Artisanal and Small-scale Gold Mining Sector in Ghana,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Environmental Protection Agency (EPA) Natural Resources Defense Council (NRDC) World Health Organization,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Ogawa Masako,,,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,55250,55250,,19-Apr-16,,,,5-May-16,5-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9489,UNDP,UNDP,,LAC,,Suriname,,SR,Chemicals and Waste,W,W,Artisanal and Small-Scale Gold Mining (ASGM) National Action Plan (NAP) for Suriname ,GEF - 6,EA,Enabling Activity,Pending,GET,GEF Trust Fund,National Action Plan NAP,Government,,,0,0,0,0,0,0,0,0,0,0,Evelyn Swain,,5725,,,,,,,,,0,,,,,,,,500000,500000,,500000,47500,47500,,,,,6-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
4187,UNDP,UNDP,,ECA,,Montenegro,,ME,Multi Focal Area,M,M,Capacity Building For Environmental Policy Institutions For Integration Of Global Environment Commitments In The Investment And Development Decisions/Projects,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry for Spatial Planning and Environmental Protection,Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,4378,,,CB-2;,;27;,,;13;,,,25000,25000,,,,,2500,,500000,502700,,502700,50000,50270,,590000,682850,,3-Dec-09,22-Apr-10,,,22-Apr-10,29-Jun-11,,,,,,,,,,,,30-Jun-11,22-Sep-11,30-Sep-14,,,,,,,,,,,,"ECA,"
6979,UNEP,UNEP,,Asia,,China,,CN,Chemicals and Waste,W,W,Assessment of Emissions of Unintentional POPs from Crematoria in China and Options for Application of BAT/BEP,GEF - 6,MSP,Medium Size Project,Pending,GET,GEF Trust Fund,MEP-FECO: Foreign Economic Cooperation Office – Ministry of Environmental Protection of China,Government,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,464264,,,,,,,,,,0,,,,,,,,505000,505000,,505000,95000,95000,,1876716,1876716,,18-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
3644,UNEP,UNEP,,AFR,,Namibia,,NA,Biodiversity,B,B,BS Institutional Capacity Building Towards the Implementation of the Biosafety Act 2006 and related Obligations to the Cartagena Protocol on Biosafety,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"UNAM (Uni of Namibia), DRST (Directorate of Science, Research, and Technology), MoE (Ministry of Education), NABA (Namibian Biotechnology Alliance)",Institute,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,378397,,,,,,,,,,25000,25000,,,,,2500,,510000,510000,,510000,51000,51000,,396000,426000,,22-Jan-08,19-Dec-08,,,19-Dec-08,24-Aug-11,,,,,,,,,16-Nov-11,,,30-Sep-11,1-Nov-11,30-Sep-15,,,,,,,,,,28-Feb-13,,"AFR,"
4183,UNDP,UNDP,,ECA,,Moldova,,MD,Multi Focal Area,M,M,Strengthening Environmental Fiscal Reform for National and Global Environment Management,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,,4379,,,CB-2;,;27;,,,,,25000,25000,,,,,2500,,475000,510450,,510450,47500,51045,,475000,610000,,1-Dec-09,27-Apr-10,,,27-Apr-10,3-Aug-11,,,,,,,,,,,,30-Sep-10,27-Oct-11,1-Dec-13,,,,,,,,,,31-Mar-12,,"ECA,"
5041,UNDP,UNDP,,AFR,,Guinea,,GN,Multi Focal Area,M,M,Strengthening Decentralized Management of the Environment to Meet Rio Convention Objectives,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,"Ministry of Environment, Forests and Water",Government,,,0,0,0,0,0,0,0,0,0,0,Susan Waithaka,,4963,,,,,CD-4; ,,,,25000,25000,,,,,2375,,525000,525000,,525000,49875,49875,,625000,625000,,16-Jul-12,11-Jun-13,,,11-Jun-13,24-Oct-14,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
3044,World Bank,World Bank,,AFR,,Regional,"Namibia, Zambia","00, NA, ZM",Biodiversity,B,B,Open Africa North South Tourism Corridor (OANSTC),GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Open Africa,NGO,,,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,56941,-2-3-4-,BD-2;,;2;,,,,,50000,,50000,,,,,,495449,540000,,540000,49546,54000,,635498,632000,,6-Jan-06,10-Jan-08,,,10-Jan-08,25-Apr-08,,,,,,,,,31-May-08,,,,30-May-08,31-May-12,31-May-12,,,,,,,,,31-Dec-10,,"AFR, REG,"
4067,UNEP,UNEP,,ECA,,Turkey,,TR,Biodiversity,B,B,BS Support for the Implementation of the National Biosafety Framework ,GEF - 4,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,1). Ministry of Agriculture and Rural Affairs (General Directorate of Agricultural Research)    2). Ministry of Environment and Forestry (General Directorate of Nature Conservation and National Parks),Government,PAN,Child,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,BD-6;,;6;,,,,,0,,,,,,,,542650,542650,,542650,54265,54265,,750000,750000,,21-Aug-09,14-Jan-10,,,14-Jan-10,25-Jan-11,,,,,,,,,,,,31-Mar-11,17-Sep-13,31-Jan-17,,,,,,,,,,31-Aug-12,,"ECA,"
5876,UNEP,UNEP,,AFR,,Regional,"Angola, Malawi, Zimbabwe","00, AO, MW, ZW",POPs,P,P,"Development of Minamata Convention on Mercury Initial Assessment in Africa (Angola, Malawi and Zimbabwe)",GEF - 5,EA,Enabling Activity,Dropped,GET,GEF Trust Fund,UNEP - Regional Officer for Africa,,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,,,,,,,,,,,0,,,,,,,,547945,547945,,547945,52055,52055,,505000,505000,,5-Jun-14,,,,,,,1-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,"AFR, REG,"
6944,UNEP,UNEP,,AFR,,Regional,"Angola, Malawi, Zimbabwe","00, AO, MW, ZW",Chemicals and Waste,W,W,Development of Minamata Convention on Mercury Initial Assessment in Africa,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,UNEP - Regional Office for Africa,GEF Agency,,,0,0,0,0,0,0,0,0,0,0,Ahmed Fall,306803,,,,,,,,,,0,,,,,,,,547945,547945,,547945,52055,52055,,505000,505000,,13-Aug-14,,,,10-Sep-14,10-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR, REG,"
5145,UNIDO,UNIDO,,ECA,,Armenia,,AM,Climate Change,C,C,GEF UNIDO Cleantech Programme for SMEs,GEF - 5,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Nature Protection; Ministry of Energy and Natural Resources; Ministry of Agriculture; SME Development National Center of Armenia (SMEDNC),Government,,,0,0,0,0,0,0,0,0,0,0,David Elrie Rodgers,,,,,,,CCM-1; ,,,,0,,,,,,,,547946,547946,,547946,52055,52055,,2600000,2600000,,17-Sep-12,,,,7-Mar-13,7-Mar-13,,,,,,,,,,,,,17-May-13,30-Apr-16,,,,,,,,,,,,"ECA,"
5101,UNDP,UNDP,,AFR,,Cote d'Ivoire,,CI,Multi Focal Area,M,M,Strengthened Environmental Management Information System for Coastal Development to Meet Rio Convention Objectives,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Ministry for the Environment (MINEDD),Government,,,0,0,0,0,0,0,0,0,0,0,Susan Waithaka,,4491,,,,,CD-2; ,,,,25000,25000,,,,,2500,,550000,550000,,550000,55000,55000,,700000,700000,,28-Aug-12,21-Sep-12,,,21-Sep-12,25-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
5216,UNIDO,UNIDO,,Asia,,Philippines,,PH,POPs,P,P,Improve the Health and Environment of Artisanal Gold Mining Communities in the Philippines by Reducing Mercury Emissions,GEF - 5,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"Republic of Philippines Department of Environment and Natural Resources (DENR), Department of Health (DOH) and Ban Toxics (BT) ",Government,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,400978,,,,,,CHEM-3; ,;21;,,,0,,,,,,,,550000,550000,,550000,55000,55000,,1081070,1081070,,3-Dec-12,,,,18-Dec-12,18-Dec-12,,,,,,,,,,,,,19-Mar-13,30-Aug-15,,,,,,,,,,,,"Asia,"
5579,UNDP,UNDP,,Asia,,Palau,,PU,Multi Focal Area,M,M,Mainstreaming Global Environmental Priorities into National Policies and Programmes,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Office of Environmental Response and Coordination (OERC),Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,226576,5049,,,,,CD-2; CD-2; CD-5; ,,,,30000,30000,,,,,2850,,550000,550000,,550000,52250,52250,,570000,630000,,3-Sep-13,17-Dec-13,,,17-Dec-13,4-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
5655,UNDP,UNDP,,Asia,,Vanuatu,,VU,Multi Focal Area,M,M,Mainstreaming Global Environmental Priorities into National Policies and Programmes,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,"Department of Environment & Conservation, Ministry of Land and Natural Resources (DEC/MLNR)",Government,,,0,0,0,0,0,0,0,0,0,0,Susan Waithaka,226576,5051,,,,,CD-2; ,,,,30000,30000,,,,,2850,,550000,550000,,550000,52250,52250,,550000,2652947,,12-Dec-13,17-Jan-14,,,17-Jan-14,5-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
